Season,Team 1 ID,Team 1,Team 2 ID,Team 2,Winner ID,Winner,Margin,Ground,Match Date,Match Link
2011,335974,Super Kings,335971,KKR,335974,Super Kings,2 runs,Chennai,"Apr 8, 2011",/ci/engine/match/501198.html
2011,335980,Chargers,335977,Royals,335977,Royals,8 wickets,Hyderabad (Deccan),"Apr 9, 2011",/ci/engine/match/501199.html
2011,474668,Kochi,335970,RCB,335970,RCB,6 wickets,Kochi,"Apr 9, 2011",/ci/engine/match/501200.html
2011,335975,Daredevils,335978,Mum Indians,335978,Mum Indians,8 wickets,Delhi,"Apr 10, 2011",/ci/engine/match/501201.html
2011,474666,Warriors,335973,Kings XI,474666,Warriors,7 wickets,Mumbai,"Apr 10, 2011",/ci/engine/match/501202.html
2011,335971,KKR,335980,Chargers,335971,KKR,9 runs,Kolkata,"Apr 11, 2011",/ci/engine/match/501203.html
2011,335977,Royals,335975,Daredevils,335977,Royals,6 wickets,Jaipur,"Apr 12, 2011",/ci/engine/match/501204.html
2011,335970,RCB,335978,Mum Indians,335978,Mum Indians,9 wickets,Bengaluru,"Apr 12, 2011",/ci/engine/match/501205.html
2011,335973,Kings XI,335974,Super Kings,335973,Kings XI,6 wickets,Mohali,"Apr 13, 2011",/ci/engine/match/501206.html
2011,474666,Warriors,474668,Kochi,474666,Warriors,4 wickets,Mumbai,"Apr 13, 2011",/ci/engine/match/501207.html
2011,335980,Chargers,335970,RCB,335980,Chargers,33 runs,Hyderabad (Deccan),"Apr 14, 2011",/ci/engine/match/501208.html
2011,335977,Royals,335971,KKR,335971,KKR,9 wickets,Jaipur,"Apr 15, 2011",/ci/engine/match/501209.html
2011,335978,Mum Indians,474668,Kochi,474668,Kochi,8 wickets,Mumbai,"Apr 15, 2011",/ci/engine/match/501210.html
2011,335974,Super Kings,335970,RCB,335974,Super Kings,21 runs,Chennai,"Apr 16, 2011",/ci/engine/match/501211.html
2011,335980,Chargers,335973,Kings XI,335973,Kings XI,8 wickets,Hyderabad (Deccan),"Apr 16, 2011",/ci/engine/match/501212.html
2011,474666,Warriors,335975,Daredevils,335975,Daredevils,3 wickets,Mumbai,"Apr 17, 2011",/ci/engine/match/501213.html
2011,335971,KKR,335977,Royals,335971,KKR,8 wickets,Kolkata,"Apr 17, 2011",/ci/engine/match/501214.html
2011,474668,Kochi,335974,Super Kings,474668,Kochi,7 wickets,Kochi,"Apr 18, 2011",/ci/engine/match/501215.html
2011,335975,Daredevils,335980,Chargers,335980,Chargers,16 runs,Delhi,"Apr 19, 2011",/ci/engine/match/501216.html
2011,335970,RCB,335977,Royals,,abandoned,,Bengaluru,"Apr 19, 2011",/ci/engine/match/501217.html
2011,335978,Mum Indians,474666,Warriors,335978,Mum Indians,7 wickets,Mumbai,"Apr 20, 2011",/ci/engine/match/501218.html
2011,335971,KKR,474668,Kochi,474668,Kochi,6 runs,Kolkata,"Apr 20, 2011",/ci/engine/match/501219.html
2011,335973,Kings XI,335977,Royals,335973,Kings XI,48 runs,Mohali,"Apr 21, 2011",/ci/engine/match/501220.html
2011,335971,KKR,335970,RCB,335970,RCB,9 wickets,Kolkata,"Apr 22, 2011",/ci/engine/match/501222.html
2011,335978,Mum Indians,335974,Super Kings,335978,Mum Indians,8 runs,Mumbai,"Apr 22, 2011",/ci/engine/match/501221.html
2011,335975,Daredevils,335973,Kings XI,335975,Daredevils,29 runs,Delhi,"Apr 23, 2011",/ci/engine/match/501223.html
2011,335980,Chargers,335978,Mum Indians,335978,Mum Indians,37 runs,Hyderabad (Deccan),"Apr 24, 2011",/ci/engine/match/501224.html
2011,335977,Royals,474668,Kochi,335977,Royals,8 wickets,Jaipur,"Apr 24, 2011",/ci/engine/match/501225.html
2011,335974,Super Kings,474666,Warriors,335974,Super Kings,25 runs,Chennai,"Apr 25, 2011",/ci/engine/match/501226.html
2011,335975,Daredevils,335970,RCB,335970,RCB,3 wickets,Delhi,"Apr 26, 2011",/ci/engine/match/501227.html
2011,474666,Warriors,335974,Super Kings,335974,Super Kings,8 wickets,Mumbai,"Apr 27, 2011",/ci/engine/match/501228.html
2011,474668,Kochi,335980,Chargers,335980,Chargers,55 runs,Kochi,"Apr 27, 2011",/ci/engine/match/501229.html
2011,335975,Daredevils,335971,KKR,335971,KKR,17 runs,Delhi,"Apr 28, 2011",/ci/engine/match/501230.html
2011,335977,Royals,335978,Mum Indians,335977,Royals,7 wickets,Jaipur,"Apr 29, 2011",/ci/engine/match/501231.html
2011,335970,RCB,474666,Warriors,335970,RCB,26 runs,Bengaluru,"Apr 29, 2011",/ci/engine/match/501232.html
2011,474668,Kochi,335975,Daredevils,335975,Daredevils,38 runs,Kochi,"Apr 30, 2011",/ci/engine/match/501233.html
2011,335971,KKR,335973,Kings XI,335971,KKR,8 wickets,Kolkata,"Apr 30, 2011",/ci/engine/match/501234.html
2011,335977,Royals,474666,Warriors,335977,Royals,6 wickets,Jaipur,"May 1, 2011",/ci/engine/match/501235.html
2011,335974,Super Kings,335980,Chargers,335974,Super Kings,19 runs,Chennai,"May 1, 2011",/ci/engine/match/501236.html
2011,335978,Mum Indians,335973,Kings XI,335978,Mum Indians,23 runs,Mumbai,"May 2, 2011",/ci/engine/match/501237.html
2011,335975,Daredevils,474668,Kochi,474668,Kochi,7 wickets,Delhi,"May 2, 2011",/ci/engine/match/501238.html
2011,335980,Chargers,335971,KKR,335971,KKR,20 runs,Hyderabad (Deccan),"May 3, 2011",/ci/engine/match/501239.html
2011,335974,Super Kings,335977,Royals,335974,Super Kings,8 wickets,Chennai,"May 4, 2011",/ci/engine/match/501240.html
2011,474666,Warriors,335978,Mum Indians,335978,Mum Indians,21 runs,Mumbai,"May 4, 2011",/ci/engine/match/501241.html
2011,474668,Kochi,335971,KKR,474668,Kochi,17 runs,Kochi,"May 5, 2011",/ci/engine/match/501242.html
2011,335980,Chargers,335975,Daredevils,335975,Daredevils,4 wickets,Hyderabad (Deccan),"May 5, 2011",/ci/engine/match/501243.html
2011,335970,RCB,335973,Kings XI,335970,RCB,85 runs,Bengaluru,"May 6, 2011",/ci/engine/match/501244.html
2011,335971,KKR,335974,Super Kings,335971,KKR,10 runs,Kolkata,"May 7, 2011",/ci/engine/match/501245.html
2011,335978,Mum Indians,335975,Daredevils,335978,Mum Indians,32 runs,Mumbai,"May 7, 2011",/ci/engine/match/501246.html
2011,335970,RCB,474668,Kochi,335970,RCB,9 wickets,Bengaluru,"May 8, 2011",/ci/engine/match/501247.html
2011,335973,Kings XI,474666,Warriors,474666,Warriors,5 wickets,Mohali,"May 8, 2011",/ci/engine/match/501248.html
2011,335977,Royals,335974,Super Kings,335974,Super Kings,63 runs,Jaipur,"May 9, 2011",/ci/engine/match/501249.html
2011,335980,Chargers,474666,Warriors,474666,Warriors,6 wickets,Hyderabad (Deccan),"May 10, 2011",/ci/engine/match/501250.html
2011,335973,Kings XI,335978,Mum Indians,335973,Kings XI,76 runs,Mohali,"May 10, 2011",/ci/engine/match/501251.html
2011,335977,Royals,335970,RCB,335970,RCB,9 wickets,Jaipur,"May 11, 2011",/ci/engine/match/501252.html
2011,335974,Super Kings,335975,Daredevils,335974,Super Kings,18 runs,Chennai,"May 12, 2011",/ci/engine/match/501253.html
2011,474668,Kochi,335973,Kings XI,335973,Kings XI,6 wickets,Indore,"May 13, 2011",/ci/engine/match/501254.html
2011,335970,RCB,335971,KKR,335970,RCB,4 wickets,Bengaluru,"May 14, 2011",/ci/engine/match/501255.html
2011,335978,Mum Indians,335980,Chargers,335980,Chargers,10 runs,Mumbai,"May 14, 2011",/ci/engine/match/501256.html
2011,335973,Kings XI,335975,Daredevils,335973,Kings XI,29 runs,Dharamsala,"May 15, 2011",/ci/engine/match/501257.html
2011,474668,Kochi,335977,Royals,474668,Kochi,8 wickets,Indore,"May 15, 2011",/ci/engine/match/501258.html
2011,474666,Warriors,335980,Chargers,335980,Chargers,6 wickets,Mumbai,"May 16, 2011",/ci/engine/match/501259.html
2011,335973,Kings XI,335970,RCB,335973,Kings XI,111 runs,Dharamsala,"May 17, 2011",/ci/engine/match/501260.html
2011,335974,Super Kings,474668,Kochi,335974,Super Kings,11 runs,Chennai,"May 18, 2011",/ci/engine/match/501261.html
2011,474666,Warriors,335971,KKR,335971,KKR,7 wickets,Mumbai,"May 19, 2011",/ci/engine/match/501262.html
2011,335978,Mum Indians,335977,Royals,335977,Royals,10 wickets,Mumbai,"May 20, 2011",/ci/engine/match/501263.html
2011,335973,Kings XI,335980,Chargers,335980,Chargers,82 runs,Dharamsala,"May 21, 2011",/ci/engine/match/501264.html
2011,335975,Daredevils,474666,Warriors,,no result,,Delhi,"May 21, 2011",/ci/engine/match/501265.html
2011,335970,RCB,335974,Super Kings,335970,RCB,8 wickets,Bengaluru,"May 22, 2011",/ci/engine/match/501266.html
2011,335971,KKR,335978,Mum Indians,335978,Mum Indians,5 wickets,Kolkata,"May 22, 2011",/ci/engine/match/501267.html
2011,335970,RCB,335974,Super Kings,335974,Super Kings,6 wickets,Mumbai,"May 24, 2011",/ci/engine/match/501268.html
2011,335971,KKR,335978,Mum Indians,335978,Mum Indians,4 wickets,Mumbai,"May 25, 2011",/ci/engine/match/501269.html
2011,335970,RCB,335978,Mum Indians,335970,RCB,43 runs,Chennai,"May 27, 2011",/ci/engine/match/501270.html
2011,335974,Super Kings,335970,RCB,335974,Super Kings,58 runs,Chennai,"May 28, 2011",/ci/engine/match/501271.html
