Season,Team 1 ID,Team 1,Team 2 ID,Team 2,Winner ID,Winner,Margin,Ground,Match Date,Match Link
2017,628333,Sunrisers,968721,Supergiant,968721,Supergiant,12 runs,Hyderabad (Deccan),"May 6, 2017",/ci/engine/match/1082634.html
2017,335975,Daredevils,335978,Mum Indians,335978,Mum Indians,146 runs,Delhi,"May 6, 2017",/ci/engine/match/1082635.html
2017,335970,RCB,335971,KKR,335971,KKR,6 wickets,Bengaluru,"May 7, 2017",/ci/engine/match/1082636.html
2017,335973,Kings XI,968725,Guj Lions,968725,Guj Lions,6 wickets,Mohali,"May 7, 2017",/ci/engine/match/1082637.html
2017,628333,Sunrisers,335978,Mum Indians,628333,Sunrisers,7 wickets,Hyderabad (Deccan),"May 8, 2017",/ci/engine/match/1082638.html
2017,335973,Kings XI,335971,KKR,335973,Kings XI,14 runs,Mohali,"May 9, 2017",/ci/engine/match/1082639.html
2017,968725,Guj Lions,335975,Daredevils,335975,Daredevils,2 wickets,Kanpur,"May 10, 2017",/ci/engine/match/1082640.html
2017,335978,Mum Indians,335973,Kings XI,335973,Kings XI,7 runs,Mumbai,"May 11, 2017",/ci/engine/match/1082641.html
2017,335975,Daredevils,968721,Supergiant,335975,Daredevils,7 runs,Delhi,"May 12, 2017",/ci/engine/match/1082642.html
2017,968725,Guj Lions,628333,Sunrisers,628333,Sunrisers,8 wickets,Kanpur,"May 13, 2017",/ci/engine/match/1082643.html
2017,335971,KKR,335978,Mum Indians,335978,Mum Indians,9 runs,Kolkata,"May 13, 2017",/ci/engine/match/1082644.html
2017,968721,Supergiant,335973,Kings XI,968721,Supergiant,9 wickets,Pune,"May 14, 2017",/ci/engine/match/1082645.html
2017,335975,Daredevils,335970,RCB,335970,RCB,10 runs,Delhi,"May 14, 2017",/ci/engine/match/1082646.html
2017,335978,Mum Indians,968721,Supergiant,968721,Supergiant,20 runs,Mumbai,"May 16, 2017",/ci/engine/match/1082647.html
2017,628333,Sunrisers,335971,KKR,335971,KKR,7 wickets,Bengaluru,"May 17, 2017",/ci/engine/match/1082648.html
2017,335978,Mum Indians,335971,KKR,335978,Mum Indians,6 wickets,Bengaluru,"May 19, 2017",/ci/engine/match/1082649.html
2017,335978,Mum Indians,968721,Supergiant,335978,Mum Indians,1 run,Hyderabad (Deccan),"May 21, 2017",/ci/engine/match/1082650.html
