Season,Team 1 ID,Team 1,Team 2 ID,Team 2,Winner ID,Winner,Margin,Ground,Match Date,Match Link
2018,335971,KKR,335974,Super Kings,335971,KKR,6 wickets,Kolkata,"May 3, 2018",/ci/engine/match/1136593.html
2018,335973,Kings XI,335978,Mum Indians,335978,Mum Indians,6 wickets,Indore,"May 4, 2018",/ci/engine/match/1136594.html
2018,335974,Super Kings,335970,RCB,335974,Super Kings,6 wickets,Pune,"May 5, 2018",/ci/engine/match/1136595.html
2018,628333,Sunrisers,335975,Daredevils,628333,Sunrisers,7 wickets,Hyderabad (Deccan),"May 5, 2018",/ci/engine/match/1136596.html
2018,335978,Mum Indians,335971,KKR,335978,Mum Indians,13 runs,Mumbai,"May 6, 2018",/ci/engine/match/1136597.html
2018,335973,Kings XI,335977,Royals,335973,Kings XI,6 wickets,Indore,"May 6, 2018",/ci/engine/match/1136598.html
2018,628333,Sunrisers,335970,RCB,628333,Sunrisers,5 runs,Hyderabad (Deccan),"May 7, 2018",/ci/engine/match/1136599.html
2018,335977,Royals,335973,Kings XI,335977,Royals,15 runs,Jaipur,"May 8, 2018",/ci/engine/match/1136600.html
2018,335971,KKR,335978,Mum Indians,335978,Mum Indians,102 runs,Kolkata,"May 9, 2018",/ci/engine/match/1136601.html
2018,335975,Daredevils,628333,Sunrisers,628333,Sunrisers,9 wickets,Delhi,"May 10, 2018",/ci/engine/match/1136602.html
2018,335977,Royals,335974,Super Kings,335977,Royals,4 wickets,Jaipur,"May 11, 2018",/ci/engine/match/1136603.html
2018,335973,Kings XI,335971,KKR,335971,KKR,31 runs,Indore,"May 12, 2018",/ci/engine/match/1136604.html
2018,335975,Daredevils,335970,RCB,335970,RCB,5 wickets,Delhi,"May 12, 2018",/ci/engine/match/1136605.html
2018,335974,Super Kings,628333,Sunrisers,335974,Super Kings,8 wickets,Pune,"May 13, 2018",/ci/engine/match/1136606.html
2018,335978,Mum Indians,335977,Royals,335977,Royals,7 wickets,Mumbai,"May 13, 2018",/ci/engine/match/1136607.html
2018,335973,Kings XI,335970,RCB,335970,RCB,10 wickets,Indore,"May 14, 2018",/ci/engine/match/1136608.html
2018,335971,KKR,335977,Royals,335971,KKR,6 wickets,Kolkata,"May 15, 2018",/ci/engine/match/1136609.html
2018,335978,Mum Indians,335973,Kings XI,335978,Mum Indians,3 runs,Mumbai,"May 16, 2018",/ci/engine/match/1136610.html
2018,335970,RCB,628333,Sunrisers,335970,RCB,14 runs,Bengaluru,"May 17, 2018",/ci/engine/match/1136611.html
2018,335975,Daredevils,335974,Super Kings,335975,Daredevils,34 runs,Delhi,"May 18, 2018",/ci/engine/match/1136612.html
2018,335977,Royals,335970,RCB,335977,Royals,30 runs,Jaipur,"May 19, 2018",/ci/engine/match/1136613.html
2018,628333,Sunrisers,335971,KKR,335971,KKR,5 wickets,Hyderabad (Deccan),"May 19, 2018",/ci/engine/match/1136614.html
2018,335975,Daredevils,335978,Mum Indians,335975,Daredevils,11 runs,Delhi,"May 20, 2018",/ci/engine/match/1136615.html
2018,335974,Super Kings,335973,Kings XI,335974,Super Kings,5 wickets,Pune,"May 20, 2018",/ci/engine/match/1136616.html
2018,628333,Sunrisers,335974,Super Kings,335974,Super Kings,2 wickets,Mumbai,"May 22, 2018",/ci/engine/match/1136617.html
2018,335971,KKR,335977,Royals,335971,KKR,25 runs,Kolkata,"May 23, 2018",/ci/engine/match/1136618.html
2018,335971,KKR,628333,Sunrisers,628333,Sunrisers,14 runs,Kolkata,"May 25, 2018",/ci/engine/match/1136619.html
2018,335974,Super Kings,628333,Sunrisers,335974,Super Kings,8 wickets,Mumbai,"May 27, 2018",/ci/engine/match/1136620.html
