Season,Team 1 ID,Team 1,Team 2 ID,Team 2,Winner ID,Winner,Margin,Ground,Match Date,Match Link
2014,335973,Kings XI,335974,Super Kings,335973,Kings XI,44 runs,Cuttack,"May 7, 2014",/ci/engine/match/733987.html
2014,335977,Royals,628333,Sunrisers,628333,Sunrisers,32 runs,Ahmedabad,"May 8, 2014",/ci/engine/match/733989.html
2014,335970,RCB,335973,Kings XI,335973,Kings XI,32 runs,Bengaluru,"May 9, 2014",/ci/engine/match/733991.html
2014,335975,Daredevils,628333,Sunrisers,628333,Sunrisers,8 wickets,Delhi,"May 10, 2014",/ci/engine/match/733993.html
2014,335978,Mum Indians,335974,Super Kings,335974,Super Kings,4 wickets,Mumbai,"May 10, 2014",/ci/engine/match/733995.html
2014,335973,Kings XI,335971,KKR,335971,KKR,9 wickets,Cuttack,"May 11, 2014",/ci/engine/match/733997.html
2014,335970,RCB,335977,Royals,335977,Royals,5 wickets,Bengaluru,"May 11, 2014",/ci/engine/match/733999.html
2014,628333,Sunrisers,335978,Mum Indians,335978,Mum Indians,7 wickets,Hyderabad (Deccan),"May 12, 2014",/ci/engine/match/734001.html
2014,335974,Super Kings,335977,Royals,335974,Super Kings,5 wickets,Ranchi,"May 13, 2014",/ci/engine/match/734003.html
2014,335970,RCB,335975,Daredevils,335970,RCB,16 runs,Bengaluru,"May 13, 2014",/ci/engine/match/734005.html
2014,628333,Sunrisers,335973,Kings XI,335973,Kings XI,6 wickets,Hyderabad (Deccan),"May 14, 2014",/ci/engine/match/734007.html
2014,335971,KKR,335978,Mum Indians,335971,KKR,6 wickets,Cuttack,"May 14, 2014",/ci/engine/match/734009.html
2014,335977,Royals,335975,Daredevils,335977,Royals,62 runs,Ahmedabad,"May 15, 2014",/ci/engine/match/734011.html
2014,335974,Super Kings,335970,RCB,335970,RCB,5 wickets,Ranchi,"May 18, 2014",/ci/engine/match/734013.html
2014,628333,Sunrisers,335971,KKR,335971,KKR,7 wickets,Hyderabad (Deccan),"May 18, 2014",/ci/engine/match/734015.html
2014,335977,Royals,335978,Mum Indians,335978,Mum Indians,25 runs,Ahmedabad,"May 19, 2014",/ci/engine/match/734017.html
2014,335975,Daredevils,335973,Kings XI,335973,Kings XI,4 wickets,Delhi,"May 19, 2014",/ci/engine/match/734019.html
2014,628333,Sunrisers,335970,RCB,628333,Sunrisers,7 wickets,Hyderabad (Deccan),"May 20, 2014",/ci/engine/match/734021.html
2014,335971,KKR,335974,Super Kings,335971,KKR,8 wickets,Kolkata,"May 20, 2014",/ci/engine/match/734023.html
2014,335973,Kings XI,335978,Mum Indians,335978,Mum Indians,7 wickets,Mohali,"May 21, 2014",/ci/engine/match/734025.html
2014,335971,KKR,335970,RCB,335971,KKR,30 runs,Kolkata,"May 22, 2014",/ci/engine/match/734027.html
2014,335974,Super Kings,628333,Sunrisers,628333,Sunrisers,6 wickets,Ranchi,"May 22, 2014",/ci/engine/match/734029.html
2014,335978,Mum Indians,335975,Daredevils,335978,Mum Indians,15 runs,Mumbai,"May 23, 2014",/ci/engine/match/734031.html
2014,335973,Kings XI,335977,Royals,335973,Kings XI,16 runs,Mohali,"May 23, 2014",/ci/engine/match/734033.html
2014,335970,RCB,335974,Super Kings,335974,Super Kings,8 wickets,Bengaluru,"May 24, 2014",/ci/engine/match/734035.html
2014,335971,KKR,628333,Sunrisers,335971,KKR,4 wickets,Kolkata,"May 24, 2014",/ci/engine/match/734037.html
2014,335973,Kings XI,335975,Daredevils,335973,Kings XI,7 wickets,Mohali,"May 25, 2014",/ci/engine/match/734039.html
2014,335978,Mum Indians,335977,Royals,335978,Mum Indians,5 wickets,Mumbai,"May 25, 2014",/ci/engine/match/734041.html
2014,335973,Kings XI,335971,KKR,335971,KKR,28 runs,Kolkata,"May 27-28, 2014",/ci/engine/match/734043.html
2014,335974,Super Kings,335978,Mum Indians,335974,Super Kings,7 wickets,Mumbai (BS),"May 28, 2014",/ci/engine/match/734045.html
2014,335974,Super Kings,335973,Kings XI,335973,Kings XI,24 runs,Mumbai,"May 30, 2014",/ci/engine/match/734047.html
2014,335971,KKR,335973,Kings XI,335971,KKR,3 wickets,Bengaluru,"Jun 1, 2014",/ci/engine/match/734049.html
