Season,Team 1 ID,Team 1,Team 2 ID,Team 2,Winner ID,Winner,Margin,Ground,Match Date,Match Link
2008,335978,Mum Indians,335973,Kings XI,335973,Kings XI,1 run,Mumbai,"May 21, 2008",/ci/engine/match/336028.html
2008,335974,Super Kings,335970,RCB,335970,RCB,14 runs,Chennai,"May 21, 2008",/ci/engine/match/336029.html
2008,335975,Daredevils,335971,KKR,,abandoned,,Delhi,"May 22, 2008",/ci/engine/match/336030.html
2008,335973,Kings XI,335980,Chargers,335973,Kings XI,6 wickets,Mohali,"May 23, 2008",/ci/engine/match/336031.html
2008,335974,Super Kings,335977,Royals,335977,Royals,10 runs,Chennai,"May 24, 2008",/ci/engine/match/336033.html
2008,335975,Daredevils,335978,Mum Indians,335975,Daredevils,5 wickets,Delhi,"May 24, 2008",/ci/engine/match/336032.html
2008,335980,Chargers,335970,RCB,335970,RCB,5 wickets,Hyderabad (Deccan),"May 25, 2008",/ci/engine/match/336002.html
2008,335971,KKR,335973,Kings XI,335971,KKR,3 wickets,Kolkata,"May 25, 2008",/ci/engine/match/336035.html
2008,335977,Royals,335978,Mum Indians,335977,Royals,5 wickets,Jaipur,"May 26, 2008",/ci/engine/match/336036.html
2008,335980,Chargers,335974,Super Kings,335974,Super Kings,7 wickets,Hyderabad (Deccan),"May 27, 2008",/ci/engine/match/336037.html
2008,335970,RCB,335978,Mum Indians,335978,Mum Indians,9 wickets,Bengaluru,"May 28, 2008",/ci/engine/match/336012.html
2008,335973,Kings XI,335977,Royals,335973,Kings XI,41 runs,Mohali,"May 28, 2008",/ci/engine/match/336019.html
2008,335975,Daredevils,335977,Royals,335977,Royals,105 runs,Mumbai,"May 30, 2008",/ci/engine/match/336038.html
2008,335974,Super Kings,335973,Kings XI,335974,Super Kings,9 wickets,Mumbai,"May 31, 2008",/ci/engine/match/336039.html
2008,335974,Super Kings,335977,Royals,335977,Royals,3 wickets,Mumbai,"Jun 1, 2008",/ci/engine/match/336040.html
