Season,Team 1 ID,Team 1,Team 2 ID,Team 2,Winner ID,Winner,Margin,Ground,Match Date,Match Link
2009,335975,Daredevils,335977,Royals,335977,Royals,5 wickets,Centurion,"Apr 28, 2009",/ci/engine/match/392198.html
2009,335970,RCB,335971,KKR,335970,RCB,5 wickets,Durban,"Apr 29, 2009",/ci/engine/match/392199.html
2009,335973,Kings XI,335978,Mum Indians,335973,Kings XI,3 runs,Durban,"Apr 29, 2009",/ci/engine/match/392200.html
2009,335980,Chargers,335975,Daredevils,335975,Daredevils,6 wickets,Centurion,"Apr 30, 2009",/ci/engine/match/392201.html
2009,335974,Super Kings,335977,Royals,335974,Super Kings,38 runs,Centurion,"Apr 30, 2009",/ci/engine/match/392202.html
2009,335971,KKR,335978,Mum Indians,335978,Mum Indians,9 runs,East London,"May 1, 2009",/ci/engine/match/392203.html
2009,335970,RCB,335973,Kings XI,335970,RCB,8 runs,Durban,"May 1, 2009",/ci/engine/match/392204.html
2009,335980,Chargers,335977,Royals,335977,Royals,3 wickets,Port Elizabeth,"May 2, 2009",/ci/engine/match/392205.html
2009,335974,Super Kings,335975,Daredevils,335974,Super Kings,18 runs,Johannesburg,"May 2, 2009",/ci/engine/match/392206.html
2009,335973,Kings XI,335971,KKR,335973,Kings XI,6 wickets,Port Elizabeth,"May 3, 2009",/ci/engine/match/392207.html
2009,335970,RCB,335978,Mum Indians,335970,RCB,9 wickets,Johannesburg,"May 3, 2009",/ci/engine/match/392208.html
2009,335974,Super Kings,335980,Chargers,335974,Super Kings,78 runs,East London,"May 4, 2009",/ci/engine/match/392209.html
2009,335973,Kings XI,335977,Royals,335977,Royals,78 runs,Durban,"May 5, 2009",/ci/engine/match/392210.html
2009,335975,Daredevils,335971,KKR,335975,Daredevils,9 wickets,Durban,"May 5, 2009",/ci/engine/match/392211.html
2009,335980,Chargers,335978,Mum Indians,335980,Chargers,19 runs,Centurion,"May 6, 2009",/ci/engine/match/392212.html
2009,335970,RCB,335977,Royals,335977,Royals,7 wickets,Centurion,"May 7, 2009",/ci/engine/match/392213.html
2009,335974,Super Kings,335973,Kings XI,335974,Super Kings,12 runs,Centurion,"May 7, 2009",/ci/engine/match/392214.html
2009,335975,Daredevils,335978,Mum Indians,335975,Daredevils,7 wickets,East London,"May 8, 2009",/ci/engine/match/392215.html
2009,335980,Chargers,335973,Kings XI,335973,Kings XI,3 wickets,Kimberley,"May 9, 2009",/ci/engine/match/392216.html
2009,335974,Super Kings,335977,Royals,335974,Super Kings,7 wickets,Kimberley,"May 9, 2009",/ci/engine/match/392217.html
2009,335970,RCB,335978,Mum Indians,335978,Mum Indians,16 runs,Port Elizabeth,"May 10, 2009",/ci/engine/match/392218.html
2009,335975,Daredevils,335971,KKR,335975,Daredevils,7 wickets,Johannesburg,"May 10, 2009",/ci/engine/match/392219.html
2009,335980,Chargers,335977,Royals,335980,Chargers,53 runs,Kimberley,"May 11, 2009",/ci/engine/match/392220.html
2009,335970,RCB,335971,KKR,335970,RCB,6 wickets,Centurion,"May 12, 2009",/ci/engine/match/392221.html
2009,335973,Kings XI,335978,Mum Indians,335978,Mum Indians,8 wickets,Centurion,"May 12, 2009",/ci/engine/match/392222.html
2009,335980,Chargers,335975,Daredevils,335975,Daredevils,12 runs,Durban,"May 13, 2009",/ci/engine/match/392223.html
2009,335970,RCB,335974,Super Kings,335970,RCB,2 wickets,Durban,"May 14, 2009",/ci/engine/match/392224.html
2009,335978,Mum Indians,335977,Royals,335977,Royals,2 runs,Durban,"May 14, 2009",/ci/engine/match/392225.html
2009,335975,Daredevils,335973,Kings XI,335973,Kings XI,6 wickets,Bloemfontein,"May 15, 2009",/ci/engine/match/392226.html
2009,335974,Super Kings,335978,Mum Indians,335974,Super Kings,7 wickets,Port Elizabeth,"May 16, 2009",/ci/engine/match/392227.html
2009,335980,Chargers,335971,KKR,335980,Chargers,6 wickets,Johannesburg,"May 16, 2009",/ci/engine/match/392228.html
2009,335980,Chargers,335973,Kings XI,335973,Kings XI,1 run,Johannesburg,"May 17, 2009",/ci/engine/match/392229.html
2009,335975,Daredevils,335977,Royals,335975,Daredevils,14 runs,Bloemfontein,"May 17, 2009",/ci/engine/match/392230.html
2009,335974,Super Kings,335971,KKR,335971,KKR,7 wickets,Centurion,"May 18, 2009",/ci/engine/match/392231.html
2009,335970,RCB,335975,Daredevils,335970,RCB,7 wickets,Johannesburg,"May 19, 2009",/ci/engine/match/392232.html
2009,335971,KKR,335977,Royals,335971,KKR,4 wickets,Durban,"May 20, 2009",/ci/engine/match/392233.html
2009,335974,Super Kings,335973,Kings XI,335974,Super Kings,24 runs,Durban,"May 20, 2009",/ci/engine/match/392234.html
2009,335975,Daredevils,335978,Mum Indians,335975,Daredevils,4 wickets,Centurion,"May 21, 2009",/ci/engine/match/392235.html
2009,335970,RCB,335980,Chargers,335970,RCB,12 runs,Centurion,"May 21, 2009",/ci/engine/match/392236.html
2009,335975,Daredevils,335980,Chargers,335980,Chargers,6 wickets,Centurion,"May 22, 2009",/ci/engine/match/392237.html
2009,335970,RCB,335974,Super Kings,335970,RCB,6 wickets,Johannesburg,"May 23, 2009",/ci/engine/match/392238.html
2009,335970,RCB,335980,Chargers,335980,Chargers,6 runs,Johannesburg,"May 24, 2009",/ci/engine/match/392239.html
