Match ID,Innings,Player ID,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
1178405,1,326016,B Kumar,4,0,33,2,8.25,10,2,1,1,1
1178405,1,942645,KK Ahmed,4,0,30,3,7.50,13,2,2,1,0
1178405,1,438362,Sandeep Sharma,4,0,30,0,7.50,8,4,0,1,0
1178405,1,497121,DJ Hooda,1,0,8,0,8.00,1,1,0,0,0
1178405,1,1070183,Abhishek Sharma,1,0,10,1,10.00,1,0,1,0,0
1178405,1,477021,V Shankar,2,0,17,0,8.50,2,2,0,0,0
1178405,1,793463,Rashid Khan,4,0,22,1,5.50,11,3,0,0,0
1178405,2,236779,I Sharma,3,0,19,0,6.33,8,2,0,1,0
1178405,2,550215,K Rabada,3.5,0,22,4,5.73,11,2,0,1,0
1178405,2,439952,CH Morris,3,0,22,3,7.33,8,2,1,0,0
1178405,2,554691,AR Patel,2,0,23,0,11.50,2,2,1,0,0
1178405,2,677081,KMA Paul,4,0,17,3,4.25,10,0,0,1,1
1178405,2,31107,A Mishra,3,0,13,0,4.33,8,0,0,0,0
1178404,1,447261,DL Chahar,4,0,36,0,9.00,10,4,2,0,0
1178404,1,475281,SN Thakur,4,0,18,2,4.50,14,2,0,1,0
1178404,1,502714,MJ Santner,4,0,30,1,7.50,8,1,1,2,0
1178404,1,234675,RA Jadeja,4,0,49,0,12.25,6,5,3,1,0
1178404,1,40618,Imran Tahir,4,0,27,4,6.75,9,1,1,1,0
1178404,2,917159,M Prasidh Krishna,4,0,30,0,7.50,11,5,0,1,0
1178404,2,244639,HF Gurney,4,0,37,1,9.25,5,5,0,0,0
1178404,2,276298,AD Russell,1,0,16,0,16.00,2,4,0,0,0
1178404,2,230558,SP Narine,4,1,19,2,4.75,12,2,0,1,0
1178404,2,559235,Kuldeep Yadav,3,0,28,0,9.33,5,1,2,0,0
1178404,2,32966,PP Chawla,3.4,0,32,2,8.72,8,4,1,0,0
1178403,1,376116,UT Yadav,4,0,42,0,10.50,7,4,2,2,0
1178403,1,700167,NA Saini,4,0,23,0,5.75,13,3,0,1,0
1178403,1,940973,Mohammed Siraj,4,0,54,1,13.50,5,5,4,0,0
1178403,1,430246,YS Chahal,4,0,33,2,8.25,9,2,2,1,0
1178403,1,8917,MM Ali,4,0,19,1,4.75,10,1,0,1,0
1178403,2,662973,SM Curran,3,0,31,0,10.33,4,5,0,0,0
1178403,2,481896,Mohammed Shami,4,0,43,1,10.75,5,6,1,0,0
1178403,2,26421,R Ashwin,4,0,30,1,7.50,3,2,0,1,0
1178403,2,528067,M Ashwin,4,0,24,0,6.00,10,3,0,0,0
1178403,2,459508,AJ Tye,4,0,40,0,10.00,6,4,1,0,0
1178403,2,642525,SN Khan,0.2,0,6,0,18.00,0,1,0,0,0
1178402,1,424377,K Gowtham,3,0,39,0,13.00,3,4,2,0,0
1178402,1,277955,DS Kulkarni,4,0,38,1,9.50,6,4,1,0,0
1178402,1,669855,JC Archer,4,0,39,3,9.75,7,3,2,1,0
1178402,1,390484,JD Unadkat,4,0,36,1,9.00,6,3,1,2,0
1178402,1,344580,S Gopal,4,0,21,0,5.25,10,0,1,0,0
1178402,1,403902,LS Livingstone,1,0,13,0,13.00,3,0,2,0,0
1178402,2,272477,JP Behrendorff,3,0,31,0,10.33,8,5,1,1,0
1178402,2,670031,AS Joseph,3,0,53,0,17.66,5,8,3,0,0
1178402,2,1064812,RD Chahar,4,0,34,1,8.50,7,0,3,0,0
1178402,2,625383,JJ Bumrah,4,0,23,2,5.75,12,3,0,0,0
1178402,2,471342,KH Pandya,4,0,34,3,8.50,8,2,2,1,0
1178402,2,625371,HH Pandya,1.3,0,11,0,7.33,2,1,0,0,0
1178401,1,236779,I Sharma,4,1,21,1,5.25,14,3,0,2,0
1178401,1,439952,CH Morris,4,0,38,2,9.50,6,3,2,1,0
1178401,1,550215,K Rabada,4,0,42,2,10.50,10,4,3,0,0
1178401,1,554691,AR Patel,4,0,30,0,7.50,10,2,2,0,0
1178401,1,677081,KMA Paul,4,0,46,2,11.50,3,4,1,0,1
1178401,2,917159,M Prasidh Krishna,3,0,25,1,8.33,10,2,2,0,0
1178401,2,493773,LH Ferguson,3,0,37,0,12.33,5,4,2,1,0
1178401,2,276298,AD Russell,3,0,29,1,9.66,7,4,1,0,0
1178401,2,559235,Kuldeep Yadav,4,0,28,0,7.00,6,1,1,1,0
1178401,2,32966,PP Chawla,2.5,0,35,0,12.35,1,4,1,0,0
1178401,2,457249,CR Brathwaite,1,0,13,0,13.00,0,2,0,0,0
1178401,2,604527,N Rana,2,0,12,1,6.00,2,0,0,0,0
1178400,1,447261,DL Chahar,4,0,33,2,8.25,11,5,1,0,0
1178400,1,502714,MJ Santner,4,0,25,1,6.25,11,2,0,1,0
1178400,1,475281,SN Thakur,4,0,44,2,11.00,5,5,1,1,0
1178400,1,234675,RA Jadeja,4,0,20,2,5.00,9,1,0,0,0
1178400,1,40618,Imran Tahir,4,0,28,0,7.00,6,3,0,0,0
1178400,2,277955,DS Kulkarni,3,1,14,1,4.66,11,0,1,0,0
1178400,2,390484,JD Unadkat,3,0,23,1,7.66,8,2,1,0,0
1178400,2,669855,JC Archer,4,1,19,1,4.75,11,1,0,0,0
1178400,2,1079434,R Parag,3,0,24,0,8.00,6,1,1,0,0
1178400,2,344580,S Gopal,4,0,31,0,7.75,3,0,2,0,0
1178400,2,311158,BA Stokes,3,0,39,2,13.00,6,1,3,3,1
1178399,1,272477,JP Behrendorff,4,0,35,1,8.75,10,2,3,0,0
1178399,1,625383,JJ Bumrah,4,0,38,1,9.50,9,5,1,1,0
1178399,1,670031,AS Joseph,2,0,22,0,11.00,4,1,2,1,0
1178399,1,1064812,RD Chahar,4,0,27,0,6.75,12,1,2,0,0
1178399,1,625371,HH Pandya,4,0,57,2,14.25,5,4,4,3,0
1178399,1,471342,KH Pandya,2,0,17,0,8.50,2,0,1,0,0
1178399,2,591650,AS Rajpoot,4,0,52,1,13.00,8,7,2,0,1
1178399,2,481896,Mohammed Shami,4,0,21,3,5.25,13,2,0,2,0
1178399,2,375126,GC Viljoen,4,0,34,0,8.50,6,2,0,3,0
1178399,2,26421,R Ashwin,4,0,37,1,9.25,10,2,3,0,0
1178399,2,662973,SM Curran,4,0,54,1,13.50,7,2,6,1,0
1178398,1,447261,DL Chahar,4,0,20,3,5.00,20,2,1,1,0
1178398,1,29264,Harbhajan Singh,4,0,15,2,3.75,15,0,1,0,0
1178398,1,234675,RA Jadeja,4,0,17,1,4.25,15,2,0,1,0
1178398,1,539548,SC Kuggeleijn,4,0,34,0,8.50,10,4,1,1,0
1178398,1,40618,Imran Tahir,4,0,21,2,5.25,15,2,1,0,0
1178398,2,32966,PP Chawla,4,0,28,1,7.00,10,2,1,0,0
1178398,2,917159,M Prasidh Krishna,4,0,23,0,5.75,12,2,0,0,1
1178398,2,230558,SP Narine,3.2,0,24,2,7.20,10,1,1,2,0
1178398,2,559235,Kuldeep Yadav,4,0,16,0,4.00,12,1,0,0,0
1178398,2,244639,HF Gurney,2,0,20,0,10.00,3,3,0,0,1
1178397,1,591650,AS Rajpoot,4,0,21,0,5.25,10,1,0,1,0
1178397,1,974109,Mujeeb Ur Rahman,4,0,34,1,8.50,8,2,1,2,0
1178397,1,481896,Mohammed Shami,4,0,30,1,7.50,12,4,1,0,0
1178397,1,26421,R Ashwin,4,0,30,1,7.50,7,3,0,0,0
1178397,1,662973,SM Curran,4,0,30,0,7.50,6,2,0,0,0
1178397,2,326016,B Kumar,4,0,25,0,6.25,11,1,1,0,0
1178397,2,438362,Sandeep Sharma,4,0,21,2,5.25,9,1,0,0,0
1178397,2,793463,Rashid Khan,4,0,20,1,5.00,9,1,0,0,0
1178397,2,25913,Mohammad Nabi,3.5,0,42,0,10.95,6,4,2,0,0
1178397,2,326017,S Kaul,4,0,42,1,10.50,5,4,2,0,0
1178396,1,32966,PP Chawla,4,0,19,0,4.75,13,2,0,0,0
1178396,1,917159,M Prasidh Krishna,4,0,35,1,8.75,10,5,0,1,2
1178396,1,230558,SP Narine,4,0,22,0,5.50,13,1,1,1,0
1178396,1,559235,Kuldeep Yadav,4,0,33,0,8.25,5,4,0,0,0
1178396,1,244639,HF Gurney,4,0,25,2,6.25,9,1,1,1,0
1178396,2,277955,DS Kulkarni,3,0,31,0,10.33,7,6,0,1,0
1178396,2,424377,K Gowtham,1,0,22,0,22.00,1,4,1,0,0
1178396,2,669855,JC Archer,3,0,14,0,4.66,12,1,1,0,0
1178396,2,344580,S Gopal,4,0,35,2,8.75,9,0,4,0,0
1178396,2,1131619,S Midhun,2,0,27,0,13.50,4,2,2,1,0
1178396,2,311158,BA Stokes,0.5,0,3,0,3.60,3,0,0,1,0
1178395,1,236779,I Sharma,4,0,31,0,7.75,11,3,1,1,0
1178395,1,439952,CH Morris,4,0,28,2,7.00,10,2,1,1,1
1178395,1,550215,K Rabada,4,0,21,4,5.25,9,1,0,1,0
1178395,1,554691,AR Patel,4,0,22,1,5.50,8,0,1,0,0
1178395,1,960361,S Lamichhane,4,0,46,1,11.50,4,2,4,0,0
1178395,2,232364,TG Southee,2,0,24,1,12.00,5,5,0,2,0
1178395,2,700167,NA Saini,4,0,24,2,6.00,13,3,0,1,1
1178395,2,430246,YS Chahal,4,0,36,0,9.00,11,3,2,2,0
1178395,2,530773,P Negi,3,0,27,1,9.00,7,3,1,1,0
1178395,2,940973,Mohammed Siraj,1.5,0,14,1,7.63,4,2,0,0,0
1178395,2,8917,MM Ali,4,0,22,1,5.50,10,2,0,0,0
1178394,1,326016,B Kumar,4,0,34,1,8.50,13,3,2,1,0
1178394,1,438362,Sandeep Sharma,3,0,20,1,6.66,8,1,1,1,0
1178394,1,25913,Mohammad Nabi,4,0,13,1,3.25,12,0,0,0,0
1178394,1,32498,YK Pathan,1,0,8,0,8.00,1,1,0,0,0
1178394,1,326017,S Kaul,4,0,34,2,8.50,10,1,3,0,1
1178394,1,793463,Rashid Khan,4,0,27,1,6.75,13,2,1,1,0
1178394,2,272477,JP Behrendorff,4,0,28,1,7.00,11,4,0,0,0
1178394,2,625383,JJ Bumrah,3,0,16,1,5.33,9,0,1,0,0
1178394,2,1064812,RD Chahar,4,0,21,2,5.25,13,3,0,1,0
1178394,2,670031,AS Joseph,3.4,1,12,6,3.27,16,1,0,2,0
1178394,2,471342,KH Pandya,2,0,9,0,4.50,4,0,0,0,0
1178394,2,625371,HH Pandya,1,0,7,0,7.00,0,0,0,0,0
1178393,1,481896,Mohammed Shami,4,0,41,0,10.25,6,4,2,1,0
1178393,1,26421,R Ashwin,4,0,23,3,5.75,10,1,1,1,0
1178393,1,662973,SM Curran,4,0,35,0,8.75,6,3,1,1,0
1178393,1,459508,AJ Tye,4,0,38,0,9.50,7,3,2,1,0
1178393,1,528067,M Ashwin,4,0,23,0,5.75,8,0,1,1,0
1178393,2,447261,DL Chahar,4,0,40,1,10.00,8,4,1,1,2
1178393,2,29264,Harbhajan Singh,4,1,17,2,4.25,10,0,0,0,0
1178393,2,539548,SC Kuggeleijn,4,0,37,2,9.25,7,2,2,1,0
1178393,2,234675,RA Jadeja,4,0,24,0,6.00,7,2,0,0,0
1178393,2,40618,Imran Tahir,4,0,20,0,5.00,7,1,0,0,0
1175372,1,917159,M Prasidh Krishna,3,0,41,0,13.66,6,7,1,1,0
1175372,1,32966,PP Chawla,4,0,32,0,8.00,4,3,0,0,0
1175372,1,230558,SP Narine,4,0,30,1,7.50,7,3,0,1,0
1175372,1,493773,LH Ferguson,2,0,32,0,16.00,3,4,2,0,0
1175372,1,559235,Kuldeep Yadav,4,0,31,1,7.75,6,2,0,0,0
1175372,1,604527,N Rana,2,0,22,1,11.00,6,1,2,2,0
1175372,1,276298,AD Russell,1,0,16,0,16.00,0,0,2,0,0
1175372,2,232364,TG Southee,4,0,61,0,15.25,7,6,4,1,0
1175372,2,700167,NA Saini,4,0,34,2,8.50,12,4,1,1,1
1175372,2,430246,YS Chahal,4,0,24,1,6.00,8,0,1,0,0
1175372,2,940973,Mohammed Siraj,2.2,0,36,0,15.42,5,4,2,1,2
1175372,2,530773,P Negi,3.1,0,21,2,6.63,8,1,1,0,0
1175372,2,325012,MP Stoinis,1.4,0,28,0,16.80,2,0,3,1,0
1175371,1,326016,B Kumar,4,0,27,2,6.75,11,3,0,1,0
1175371,1,25913,Mohammad Nabi,4,0,21,2,5.25,7,1,0,0,0
1175371,1,326017,S Kaul,4,0,35,2,8.75,9,1,3,1,0
1175371,1,793463,Rashid Khan,4,0,18,1,4.50,13,2,0,0,0
1175371,1,438362,Sandeep Sharma,4,0,25,1,6.25,10,2,1,0,0
1175371,2,960361,S Lamichhane,4,0,32,1,8.00,10,3,1,0,0
1175371,2,554691,AR Patel,4,0,18,1,4.50,10,1,0,1,0
1175371,2,439952,CH Morris,3,0,26,0,8.66,7,5,0,0,0
1175371,2,550215,K Rabada,3.3,0,32,1,9.14,7,4,1,0,0
1175371,2,423838,R Tewatia,3,0,10,1,3.33,12,1,0,1,0
1175371,2,236779,I Sharma,1,0,5,1,5.00,2,0,0,1,0
1175370,1,447261,DL Chahar,3,0,21,1,7.00,9,4,0,0,0
1175370,1,475281,SN Thakur,4,0,37,0,9.25,9,3,2,3,0
1175370,1,537119,MM Sharma,3,0,27,1,9.00,8,4,1,0,0
1175370,1,40618,Imran Tahir,4,0,25,1,6.25,9,1,1,0,0
1175370,1,234675,RA Jadeja,2,0,10,1,5.00,6,1,0,0,0
1175370,1,51439,DJ Bravo,4,0,49,1,12.25,5,3,3,1,1
1175370,2,272477,JP Behrendorff,4,0,22,2,5.50,15,2,1,1,0
1175370,2,49758,SL Malinga,4,0,34,3,8.50,13,4,2,0,1
1175370,2,625371,HH Pandya,4,0,20,3,5.00,14,1,1,1,0
1175370,2,625383,JJ Bumrah,4,0,27,0,6.75,12,4,0,0,1
1175370,2,1064812,RD Chahar,2,0,11,0,5.50,5,1,0,1,0
1175370,2,471342,KH Pandya,2,0,12,0,6.00,6,1,0,2,0
1175369,1,424377,K Gowtham,4,0,19,0,4.75,10,1,0,0,0
1175369,1,277955,DS Kulkarni,3,0,26,0,8.66,7,4,0,1,0
1175369,1,669855,JC Archer,4,0,47,1,11.75,7,6,2,0,1
1175369,1,344580,S Gopal,4,1,12,3,3.00,16,1,0,0,0
1175369,1,360911,VR Aaron,1,0,16,0,16.00,0,3,0,0,0
1175369,1,27223,STR Binny,1,0,6,0,6.00,1,0,0,0,0
1175369,1,311158,BA Stokes,3,0,29,0,9.66,4,3,1,0,0
1175369,2,376116,UT Yadav,3.5,0,40,0,10.43,6,4,1,1,0
1175369,2,700167,NA Saini,4,0,35,0,8.75,12,7,0,1,0
1175369,2,940973,Mohammed Siraj,4,0,25,1,6.25,11,1,1,1,0
1175369,2,430246,YS Chahal,4,0,17,2,4.25,11,0,0,2,0
1175369,2,325012,MP Stoinis,3,0,28,0,9.33,3,4,0,0,0
1175369,2,8917,MM Ali,1,0,14,0,14.00,1,1,1,0,0
1175368,1,550215,K Rabada,4,0,32,2,8.00,11,4,1,0,0
1175368,1,439952,CH Morris,4,0,30,3,7.50,9,3,1,1,0
1175368,1,694211,Avesh Khan,3,0,30,0,10.00,7,6,0,1,0
1175368,1,960361,S Lamichhane,4,0,27,2,6.75,8,0,2,0,0
1175368,1,390481,HV Patel,4,0,37,0,9.25,8,3,1,2,0
1175368,1,452044,GH Vihari,1,0,9,0,9.00,0,1,0,0,0
1175368,2,26421,R Ashwin,4,0,31,2,7.75,8,2,1,3,0
1175368,2,662973,SM Curran,2.2,0,11,4,4.71,8,1,0,1,0
1175368,2,481896,Mohammed Shami,4,0,27,2,6.75,12,3,1,0,0
1175368,2,375126,GC Viljoen,3,0,22,1,7.33,10,4,0,0,0
1175368,2,974109,Mujeeb Ur Rahman,4,0,36,0,9.00,7,4,1,1,0
1175368,2,528067,M Ashwin,2,0,19,0,9.50,3,3,0,0,0
1175367,1,277955,DS Kulkarni,4,0,37,1,9.25,12,3,2,1,1
1175367,1,669855,JC Archer,4,1,17,2,4.25,13,2,0,0,0
1175367,1,311158,BA Stokes,3,0,30,1,10.00,7,4,1,0,0
1175367,1,344580,S Gopal,3,0,23,0,7.66,5,1,1,0,0
1175367,1,424377,K Gowtham,2,0,13,0,6.50,4,1,0,1,0
1175367,1,390484,JD Unadkat,4,0,54,1,13.50,5,3,4,3,0
1175367,2,447261,DL Chahar,4,1,19,2,4.75,12,2,0,1,0
1175367,2,475281,SN Thakur,4,0,42,2,10.50,8,4,2,1,0
1175367,2,502714,MJ Santner,2,0,26,0,13.00,3,3,1,0,1
1175367,2,234675,RA Jadeja,2,0,23,0,11.50,1,1,1,0,0
1175367,2,40618,Imran Tahir,4,0,23,2,5.75,8,0,1,0,0
1175367,2,51439,DJ Bravo,4,0,32,2,8.00,9,1,2,2,0
1175366,1,8917,MM Ali,3,0,29,0,9.66,5,3,1,0,0
1175366,1,376116,UT Yadav,4,0,47,0,11.75,7,4,3,0,0
1175366,1,430246,YS Chahal,4,0,44,1,11.00,3,2,2,1,0
1175366,1,940973,Mohammed Siraj,4,0,38,0,9.50,8,5,1,0,0
1175366,1,1159712,P Ray Barman,4,0,56,0,14.00,2,3,4,0,0
1175366,1,55395,C de Grandhomme,1,0,16,0,16.00,0,0,2,0,0
1175366,2,326016,B Kumar,3,0,25,0,8.33,7,3,1,0,0
1175366,2,25913,Mohammad Nabi,4,0,11,4,2.75,16,1,0,0,0
1175366,2,438362,Sandeep Sharma,3.5,0,19,3,4.95,13,1,1,0,0
1175366,2,326017,S Kaul,3,0,16,0,5.33,11,1,1,1,0
1175366,2,793463,Rashid Khan,4,0,25,0,6.25,10,2,1,0,0
1175366,2,477021,V Shankar,2,0,13,0,6.50,6,1,0,2,1
1175365,1,550215,K Rabada,4,0,41,1,10.25,6,6,0,1,0
1175365,1,960361,S Lamichhane,4,0,29,1,7.25,12,2,2,0,0
1175365,1,439952,CH Morris,4,0,35,1,8.75,10,5,1,0,0
1175365,1,390481,HV Patel,4,0,40,2,10.00,7,2,3,1,1
1175365,1,31107,A Mishra,4,0,36,1,9.00,10,2,3,1,0
1175365,2,917159,M Prasidh Krishna,4,0,33,0,8.25,8,5,0,1,0
1175365,2,493773,LH Ferguson,4,0,38,1,9.50,7,6,0,2,0
1175365,2,32966,PP Chawla,4,0,36,1,9.00,5,2,2,0,0
1175365,2,276298,AD Russell,3,0,28,1,9.33,7,4,1,0,0
1175365,2,559235,Kuldeep Yadav,4,0,41,2,10.25,6,2,3,0,0
1175365,2,604527,N Rana,1,0,8,0,8.00,2,1,0,0,0
1175364,1,26421,R Ashwin,4,0,26,0,6.50,8,3,0,1,0
1175364,1,481896,Mohammed Shami,4,0,42,2,10.50,7,2,3,1,0
1175364,1,375126,GC Viljoen,4,0,40,2,10.00,7,6,0,0,0
1175364,1,459508,AJ Tye,4,0,40,1,10.00,4,5,0,2,0
1175364,1,528067,M Ashwin,4,0,25,2,6.25,11,4,0,0,0
1175364,2,319439,MJ McClenaghan,4,0,35,0,8.75,8,2,2,1,0
1175364,2,49758,SL Malinga,3,0,24,0,8.00,6,3,0,1,0
1175364,2,625383,JJ Bumrah,3.4,0,23,0,6.27,12,4,0,0,0
1175364,2,625371,HH Pandya,3,0,39,0,13.00,4,2,3,3,0
1175364,2,471342,KH Pandya,4,0,43,2,10.75,3,2,2,1,0
1175364,2,1081442,M Markande,1,0,12,0,12.00,1,2,0,1,0
1175363,1,326016,B Kumar,4,0,55,0,13.75,7,9,1,2,0
1175363,1,438362,Sandeep Sharma,4,0,38,0,9.50,4,2,1,0,0
1175363,1,793463,Rashid Khan,4,0,24,1,6.00,10,3,0,0,0
1175363,1,326017,S Kaul,4,0,32,0,8.00,7,2,1,1,1
1175363,1,31872,S Nadeem,3,0,36,1,12.00,2,1,3,0,0
1175363,1,477021,V Shankar,1,0,13,0,13.00,1,1,1,0,0
1175363,2,277955,DS Kulkarni,3,0,40,0,13.33,3,2,3,1,0
1175363,2,424377,K Gowtham,2,0,25,0,12.50,1,3,1,0,0
1175363,2,669855,JC Archer,4,0,42,0,10.50,9,4,2,2,0
1175363,2,311158,BA Stokes,3,0,40,1,13.33,3,8,0,0,0
1175363,2,344580,S Gopal,4,0,27,3,6.75,8,1,1,0,0
1175363,2,390484,JD Unadkat,3,0,26,1,8.66,5,1,1,2,0
1175362,1,376116,UT Yadav,4,0,26,2,6.50,11,4,0,1,0
1175362,1,700167,NA Saini,4,0,40,0,10.00,12,5,2,0,1
1175362,1,940973,Mohammed Siraj,4,0,38,2,9.50,11,3,3,1,0
1175362,1,430246,YS Chahal,4,0,38,4,9.50,7,1,3,1,0
1175362,1,55395,C de Grandhomme,3,0,27,0,9.00,2,3,0,1,0
1175362,1,8917,MM Ali,1,0,13,0,13.00,1,1,1,0,0
1175362,2,319439,MJ McClenaghan,2,0,24,0,12.00,2,3,1,0,0
1175362,2,49758,SL Malinga,4,0,47,0,11.75,5,1,4,2,0
1175362,2,625383,JJ Bumrah,4,0,20,3,5.00,14,3,0,1,0
1175362,2,625371,HH Pandya,3,0,37,0,12.33,6,5,2,0,0
1175362,2,471342,KH Pandya,4,0,28,0,7.00,5,1,1,0,0
1175362,2,1081442,M Markande,3,0,23,1,7.66,6,2,1,0,0
1175361,1,481896,Mohammed Shami,4,0,44,1,11.00,9,4,3,0,1
1175361,1,1108375,CV Varun,3,0,35,1,11.66,8,3,3,0,0
1175361,1,375126,GC Viljoen,4,0,36,1,9.00,11,3,2,2,0
1175361,1,459508,AJ Tye,4,0,37,1,9.25,7,3,2,0,0
1175361,1,26421,R Ashwin,4,0,47,0,11.75,5,0,5,1,0
1175361,1,398506,Mandeep Singh,1,0,18,0,18.00,1,1,2,0,0
1175361,2,917159,M Prasidh Krishna,4,0,42,0,10.50,10,6,1,1,0
1175361,2,493773,LH Ferguson,4,0,42,1,10.50,10,3,3,2,0
1175361,2,276298,AD Russell,3,0,21,2,7.00,7,2,0,0,0
1175361,2,559235,Kuldeep Yadav,4,0,32,0,8.00,6,2,1,2,0
1175361,2,230558,SP Narine,2,0,26,0,13.00,3,4,1,0,0
1175361,2,32966,PP Chawla,3,0,26,1,8.66,6,2,1,0,0
1175360,1,447261,DL Chahar,4,0,20,1,5.00,12,2,0,1,0
1175360,1,475281,SN Thakur,2,0,19,0,9.50,5,4,0,0,0
1175360,1,29264,Harbhajan Singh,4,0,30,0,7.50,10,3,1,2,0
1175360,1,234675,RA Jadeja,4,0,23,1,5.75,8,1,0,0,0
1175360,1,40618,Imran Tahir,2,0,20,1,10.00,3,2,1,0,0
1175360,1,51439,DJ Bravo,4,0,33,3,8.25,8,4,0,2,0
1175360,2,236779,I Sharma,3,0,28,1,9.33,5,5,0,0,0
1175360,2,554691,AR Patel,4,0,16,0,4.00,15,2,0,0,0
1175360,2,550215,K Rabada,3.4,0,26,1,7.09,10,3,1,0,0
1175360,2,31107,A Mishra,4,0,35,2,8.75,9,1,3,1,0
1175360,2,423838,R Tewatia,2,0,20,0,10.00,3,2,1,0,0
1175360,2,677081,KMA Paul,3,0,20,0,6.66,6,1,0,1,1
1175359,1,277955,DS Kulkarni,4,0,30,1,7.50,10,4,0,3,0
1175359,1,424377,K Gowtham,4,0,32,1,8.00,10,2,2,1,0
1175359,1,669855,JC Archer,4,0,17,0,4.25,13,0,1,0,0
1175359,1,311158,BA Stokes,4,0,48,2,12.00,8,5,2,3,0
1175359,1,390484,JD Unadkat,3,0,44,0,14.66,4,6,2,1,0
1175359,1,344580,S Gopal,1,0,5,0,5.00,2,0,0,0,0
1175359,2,662973,SM Curran,4,0,52,2,13.00,7,7,2,1,0
1175359,2,974109,Mujeeb Ur Rahman,4,0,31,2,7.75,11,2,2,1,0
1175359,2,481896,Mohammed Shami,4,0,33,0,8.25,8,3,1,0,0
1175359,2,26421,R Ashwin,4,0,20,1,5.00,6,0,0,0,0
1175359,2,591650,AS Rajpoot,4,0,33,2,8.25,9,4,0,0,2
1175358,1,1161489,Rasikh Salam,4,0,42,0,10.50,8,3,2,1,2
1175358,1,319439,MJ McClenaghan,4,0,40,3,10.00,10,5,2,0,0
1175358,1,625383,JJ Bumrah,4,0,40,1,10.00,8,3,3,0,0
1175358,1,625371,HH Pandya,4,0,41,1,10.25,8,3,3,1,0
1175358,1,471342,KH Pandya,2,0,21,0,10.50,3,4,0,0,0
1175358,1,230371,BCJ Cutting,2,0,27,1,13.50,2,4,1,0,0
1175358,2,277912,TA Boult,4,0,42,1,10.50,7,6,1,1,0
1175358,2,236779,I Sharma,4,0,34,2,8.50,13,6,1,0,0
1175358,2,550215,K Rabada,4,0,23,2,5.75,10,1,0,3,0
1175358,2,423838,R Tewatia,1.2,0,12,1,9.00,4,1,1,0,0
1175358,2,677081,KMA Paul,3,0,21,1,7.00,8,3,0,2,0
1175358,2,554691,AR Patel,3,0,42,1,14.00,2,3,3,0,0
1175357,1,917159,M Prasidh Krishna,4,0,31,0,7.75,10,2,1,2,1
1175357,1,32966,PP Chawla,3,0,23,1,7.66,10,3,1,0,0
1175357,1,493773,LH Ferguson,4,0,34,0,8.50,5,3,0,0,0
1175357,1,230558,SP Narine,3,0,29,0,9.66,5,3,1,0,0
1175357,1,559235,Kuldeep Yadav,2,0,18,0,9.00,2,1,1,0,0
1175357,1,276298,AD Russell,3,0,32,2,10.66,3,2,2,0,0
1175357,1,604527,N Rana,1,0,9,0,9.00,0,1,0,0,0
1175357,2,326016,B Kumar,4,0,37,0,9.25,10,4,2,0,0
1175357,2,56143,Shakib Al Hasan,3.4,0,42,1,11.45,10,1,5,1,0
1175357,2,438362,Sandeep Sharma,4,0,42,1,10.50,7,4,2,2,0
1175357,2,326017,S Kaul,4,0,35,1,8.75,6,2,2,0,0
1175357,2,793463,Rashid Khan,4,0,26,1,6.50,10,4,0,0,0
1175356,1,447261,DL Chahar,4,0,17,0,4.25,12,1,0,0,1
1175356,1,29264,Harbhajan Singh,4,0,20,3,5.00,13,0,1,0,0
1175356,1,33335,SK Raina,1,0,6,0,6.00,1,0,0,0,0
1175356,1,40618,Imran Tahir,4,1,9,3,2.25,18,1,0,0,0
1175356,1,234675,RA Jadeja,4,1,15,2,3.75,15,1,0,0,0
1175356,1,51439,DJ Bravo,0.1,0,0,1,0.00,1,0,0,0,0
1175356,2,430246,YS Chahal,4,1,6,1,1.50,18,0,0,0,0
1175356,2,700167,NA Saini,4,0,24,0,6.00,16,2,1,1,1
1175356,2,8917,MM Ali,4,0,19,1,4.75,15,3,0,0,0
1175356,2,376116,UT Yadav,3,0,13,0,4.33,9,1,0,1,0
1175356,2,940973,Mohammed Siraj,2,1,5,1,2.50,8,0,0,0,0
1175356,2,714451,S Dube,0.4,0,3,0,4.50,2,0,0,1,0
1136620,1,447261,DL Chahar,4,0,25,0,6.25,10,1,1,1,1
1136620,1,542023,L Ngidi,4,1,26,1,6.50,11,1,2,0,0
1136620,1,475281,SN Thakur,3,0,31,1,10.33,4,1,2,2,0
1136620,1,30288,KV Sharma,3,0,25,1,8.33,7,2,1,1,0
1136620,1,51439,DJ Bravo,4,0,46,1,11.50,5,5,2,2,0
1136620,1,234675,RA Jadeja,2,0,24,1,12.00,2,3,1,0,0
1136620,2,326016,B Kumar,4,1,17,0,4.25,16,0,1,0,0
1136620,2,438362,Sandeep Sharma,4,0,52,1,13.00,9,5,4,2,0
1136620,2,326017,S Kaul,3,0,43,0,14.33,2,5,2,0,0
1136620,2,793463,Rashid Khan,4,1,24,0,6.00,9,3,0,0,0
1136620,2,56143,Shakib Al Hasan,1,0,15,0,15.00,1,0,2,0,0
1136620,2,457249,CR Brathwaite,2.3,0,27,1,10.80,3,3,1,1,0
1136619,1,1079848,Shivam Mavi,4,0,33,1,8.25,9,2,2,1,0
