Match ID,Innings,Player ID,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
598025,2,272994,R Sharma,3,0,28,0,9.33,2,3,0,0,0
598025,2,36084,Yuvraj Singh,2,0,15,1,7.50,4,0,1,0,0
598025,2,23460,LJ Wright,2.5,0,35,0,12.35,2,1,3,0,0
598024,1,32685,IK Pathan,4,0,24,0,6.00,12,3,0,0,0
598024,1,31872,S Nadeem,4,0,20,0,5.00,8,1,0,0,0
598024,1,47850,RE van der Merwe,4,0,35,1,8.75,7,2,2,0,0
598024,1,376116,UT Yadav,4,0,31,2,7.75,10,3,1,1,0
598024,1,26184,AB Agarkar,3,0,37,0,12.33,4,0,4,1,0
598024,1,276298,AD Russell,1,0,13,0,13.00,1,1,1,0,0
598024,2,49758,SL Malinga,4,0,26,1,6.50,10,4,0,0,0
598024,2,625383,JJ Bumrah,3,0,38,0,12.66,5,5,1,1,2
598024,2,32965,MM Patel,4,0,36,0,9.00,7,6,0,0,0
598024,2,29264,Harbhajan Singh,3,0,30,0,10.00,1,4,0,0,0
598024,2,53118,DR Smith,2,0,24,0,12.00,2,1,2,0,1
598024,2,230559,KA Pollard,1,0,11,0,11.00,1,2,0,0,0
598023,1,52912,R Rampaul,3.4,1,19,2,5.18,15,2,1,0,0
598023,1,35280,RP Singh,4,0,13,3,3.25,17,2,0,0,0
598023,1,390484,JD Unadkat,4,0,32,1,8.00,6,4,0,0,0
598023,1,35731,R Vinay Kumar,4,0,18,3,4.50,13,2,0,0,0
598023,1,30049,M Kartik,4,0,35,1,8.75,8,4,1,0,0
598023,2,27783,A Chandila,4,0,21,0,5.25,10,0,1,0,0
598023,2,34274,S Sreesanth,1,0,9,0,9.00,3,2,0,0,0
598023,2,8076,SW Tait,3,0,30,0,10.00,8,4,0,4,0
598023,2,270484,JP Faulkner,4,0,21,1,5.25,10,2,0,1,0
598023,2,8180,SR Watson,2,0,11,2,5.50,8,2,0,0,0
598023,2,35353,SK Trivedi,3.5,0,26,0,6.78,11,2,1,2,0
598022,1,46248,JA Morkel,4,0,36,0,9.00,7,6,0,1,0
598022,1,537119,MM Sharma,3,0,13,0,4.33,12,2,0,0,0
598022,1,439952,CH Morris,3,0,12,1,4.00,10,1,0,0,0
598022,1,51439,DJ Bravo,2,0,14,1,7.00,6,1,1,0,0
598022,1,26421,R Ashwin,4,1,21,2,5.25,14,0,2,0,0
598022,1,234675,RA Jadeja,4,0,20,3,5.00,11,0,1,0,0
598022,2,26829,L Balaji,4,0,28,1,7.00,11,3,1,1,0
598022,2,273439,SMSM Senanayake,4,0,18,1,4.50,16,3,0,0,0
598022,2,230558,SP Narine,4,0,20,1,5.00,9,0,1,0,0
598022,2,32498,YK Pathan,1.1,0,9,1,7.71,3,0,1,0,0
598022,2,26907,R Bhatia,2,0,12,0,6.00,2,0,0,0,0
598022,2,45789,JH Kallis,4,0,32,1,8.00,8,3,1,0,0
598021,1,452044,GH Vihari,1,0,2,0,2.00,4,0,0,0,0
598021,1,47492,DW Steyn,4,0,14,1,3.50,14,1,0,0,0
598021,1,236779,I Sharma,4,0,29,2,7.25,10,2,1,2,0
598021,1,233514,NLTC Perera,4,0,25,0,6.25,10,3,0,0,0
598021,1,30288,KV Sharma,3,0,19,2,6.33,10,0,2,0,0
598021,1,31107,A Mishra,4,0,29,2,7.25,9,3,1,0,0
598021,2,30732,P Kumar,3,1,12,1,4.00,11,0,0,0,0
598021,2,16932,AD Mascarenhas,4,0,25,0,6.25,7,2,0,0,0
598021,2,39024,Azhar Mahmood,3.5,0,36,1,9.39,7,1,3,1,0
598021,2,32966,PP Chawla,4,0,25,1,6.25,9,3,0,0,0
598021,2,317293,MS Gony,4,0,24,2,6.00,12,4,0,0,0
598020,1,31872,S Nadeem,3,0,22,0,7.33,5,0,1,1,0
598020,1,32685,IK Pathan,4,0,30,1,7.50,10,5,0,0,0
598020,1,46538,M Morkel,4,0,42,1,10.50,8,6,1,1,0
598020,1,376116,UT Yadav,4,0,33,1,8.25,10,5,0,1,0
598020,1,35263,V Sehwag,1,0,9,0,9.00,0,1,0,0,0
598020,1,26184,AB Agarkar,4,0,29,0,7.25,9,2,1,2,0
598020,2,46248,JA Morkel,3,0,13,1,4.33,11,0,1,1,0
598020,2,537119,MM Sharma,3,0,10,3,3.33,11,0,0,2,0
598020,2,439952,CH Morris,2,0,13,1,6.50,8,2,0,1,0
598020,2,51439,DJ Bravo,1.3,0,8,1,5.33,4,1,0,0,0
598020,2,234675,RA Jadeja,4,0,21,1,5.25,8,1,0,0,0
598020,2,26421,R Ashwin,4,0,18,2,4.50,11,1,0,0,0
598019,1,6033,MG Johnson,4,0,41,0,10.25,8,5,1,2,0
598019,1,49758,SL Malinga,4,0,30,0,7.50,11,5,0,0,0
598019,1,290727,R Dhawan,2,0,20,0,10.00,6,1,1,1,2
598019,1,32130,PP Ojha,4,0,31,0,7.75,5,2,1,0,0
598019,1,230559,KA Pollard,2,0,24,1,12.00,5,3,1,2,0
598019,1,29264,Harbhajan Singh,4,0,26,1,6.50,7,1,1,1,0
598019,2,27783,A Chandila,2,0,6,2,3.00,6,0,0,0,0
598019,2,337913,AA Chavan,3,0,10,0,3.33,12,1,0,1,0
598019,2,270484,JP Faulkner,3.2,1,16,3,4.80,12,2,0,1,0
598019,2,35353,SK Trivedi,4,1,17,1,4.25,15,2,0,0,0
598019,2,27223,STR Binny,3,0,14,2,4.66,8,1,0,0,0
598019,2,371814,KK Cooper,3,0,25,1,8.33,3,2,0,1,0
598018,1,326016,B Kumar,4,0,18,3,4.50,16,2,0,2,0
598018,1,227712,AB Dinda,4,0,25,1,6.25,11,3,0,2,0
598018,1,49764,AD Mathews,4,0,29,0,7.25,5,1,1,0,0
598018,1,272994,R Sharma,4,0,21,2,5.25,12,1,1,0,0
598018,1,272450,MR Marsh,4,0,26,1,6.50,6,2,0,1,0
598018,2,236779,I Sharma,4,0,22,1,5.50,13,3,0,0,0
598018,2,47492,DW Steyn,4,0,34,1,8.50,10,5,0,0,0
598018,2,233514,NLTC Perera,4,0,20,3,5.00,13,2,0,0,0
598018,2,31107,A Mishra,4,0,19,4,4.75,10,0,1,0,0
598018,2,30288,KV Sharma,3,0,13,1,4.33,8,1,0,0,0
598017,1,52912,R Rampaul,4,1,28,0,7.00,12,2,1,0,1
598017,1,35280,RP Singh,4,0,48,0,12.00,4,6,1,1,0
598017,1,390484,JD Unadkat,4,0,24,2,6.00,12,3,0,2,0
598017,1,35731,R Vinay Kumar,4,0,21,1,5.25,12,2,0,0,0
598017,1,6553,AB McDonald,2,0,17,1,8.50,4,3,0,0,0
598017,1,35261,J Syed Mohammad,2,0,13,0,6.50,3,1,0,0,0
598017,2,31820,A Nehra,4,0,31,1,7.75,12,4,1,1,0
598017,2,46538,M Morkel,4,0,32,1,8.00,10,1,2,1,0
598017,2,32685,IK Pathan,4,0,39,0,9.75,6,4,1,0,0
598017,2,376116,UT Yadav,4,0,22,2,5.50,9,1,0,0,0
598017,2,31872,S Nadeem,4,0,26,1,6.50,11,2,1,0,0
598016,1,26829,L Balaji,4,0,39,1,9.75,10,5,1,2,0
598016,1,45789,JH Kallis,4,0,24,3,6.00,9,3,0,0,0
598016,1,273439,SMSM Senanayake,4,0,28,2,7.00,8,3,0,0,0
598016,1,230558,SP Narine,4,0,33,3,8.25,12,3,2,1,0
598016,1,26907,R Bhatia,4,0,30,0,7.50,3,2,0,0,0
598016,2,30732,P Kumar,4,0,26,2,6.50,13,4,0,2,0
598016,2,39024,Azhar Mahmood,4,0,21,3,5.25,12,2,0,1,0
598016,2,317293,MS Gony,4,0,18,1,4.50,15,2,0,2,0
598016,2,5766,DJ Hussey,1,0,14,0,14.00,1,3,0,0,0
598016,2,323131,P Awana,4,0,39,2,9.75,7,3,2,0,0
598016,2,32966,PP Chawla,3,0,28,0,9.33,1,3,0,0,0
598015,1,6981,DP Nannes,4,0,42,0,10.50,8,6,1,1,0
598015,1,234675,RA Jadeja,4,0,27,1,6.75,11,3,1,0,0
598015,1,26421,R Ashwin,4,0,24,0,6.00,8,1,1,0,0
598015,1,439952,CH Morris,4,0,25,2,6.25,12,2,1,0,0
598015,1,51439,DJ Bravo,4,0,35,2,8.75,8,4,1,1,0
598015,2,326016,B Kumar,4,1,12,2,3.00,15,0,0,1,0
598015,2,227712,AB Dinda,4,0,34,2,8.50,7,5,0,0,0
598015,2,272450,MR Marsh,4,0,35,2,8.75,7,2,2,1,0
598015,2,32091,AM Nayar,3,0,21,1,7.00,6,2,0,0,0
598015,2,5334,AJ Finch,1,0,9,0,9.00,0,1,0,0,0
598015,2,272994,R Sharma,4,0,24,1,6.00,9,0,1,0,0
598014,1,27783,A Chandila,3,0,14,0,4.66,12,1,1,0,0
598014,1,34274,S Sreesanth,4,1,20,2,5.00,14,2,0,1,1
598014,1,371814,KK Cooper,3,0,33,2,11.00,7,3,1,1,0
598014,1,270484,JP Faulkner,3.5,0,30,2,7.82,9,5,0,0,0
598014,1,35353,SK Trivedi,4,0,21,2,5.25,9,1,0,0,0
598014,1,27223,STR Binny,1,0,4,0,4.00,2,0,0,0,0
598014,2,30732,P Kumar,4,1,10,2,2.50,18,1,0,1,0
598014,2,5779,RJ Harris,4,0,30,0,7.50,14,6,0,2,0
598014,2,323131,P Awana,4,0,35,1,8.75,10,7,0,0,0
598014,2,39024,Azhar Mahmood,4,0,23,0,5.75,9,2,0,0,0
598014,2,32966,PP Chawla,3.2,0,22,1,6.60,5,1,0,0,0
598013,1,47492,DW Steyn,4,0,29,0,7.25,10,2,1,1,0
598013,1,452044,GH Vihari,1,0,14,0,14.00,2,3,0,0,0
598013,1,236779,I Sharma,4,0,33,0,8.25,9,5,0,1,0
598013,1,233514,NLTC Perera,4,0,44,0,11.00,6,6,1,2,0
598013,1,31107,A Mishra,3,0,28,0,9.33,7,4,1,0,0
598013,1,30288,KV Sharma,2,0,13,1,6.50,5,0,1,0,0
598013,1,389605,A Ashish Reddy,2,0,15,1,7.50,4,2,0,0,0
598013,2,26829,L Balaji,4,0,30,0,7.50,7,2,1,0,0
598013,2,273439,SMSM Senanayake,4,0,18,1,4.50,8,0,0,1,0
598013,2,230558,SP Narine,4,0,31,1,7.75,6,2,1,0,0
598013,2,45789,JH Kallis,4,0,13,3,3.25,15,1,0,1,0
598013,2,26907,R Bhatia,4,0,33,2,8.25,6,2,1,1,0
598012,1,6981,DP Nannes,4,0,31,1,7.75,13,4,0,1,1
598012,1,439952,CH Morris,4,0,40,3,10.00,10,3,2,0,0
598012,1,537119,MM Sharma,2,0,13,0,6.50,5,2,0,0,0
598012,1,26421,R Ashwin,4,0,28,1,7.00,7,1,1,1,0
598012,1,234675,RA Jadeja,2,0,20,0,10.00,1,1,1,0,0
598012,1,51439,DJ Bravo,4,0,32,1,8.00,7,2,0,4,0
598012,2,52912,R Rampaul,4,0,31,3,7.75,12,1,2,2,0
598012,2,35280,RP Singh,3.5,0,41,0,10.69,6,2,2,0,2
598012,2,35731,R Vinay Kumar,4,0,36,1,9.00,7,4,0,1,0
598012,2,4864,DT Christian,2,0,13,0,6.50,6,2,0,0,1
598012,2,30049,M Kartik,3,0,29,0,9.66,2,3,0,0,0
598012,2,35261,J Syed Mohammad,3,0,15,2,5.00,7,1,0,1,0
598011,1,5334,AJ Finch,2,0,11,1,5.50,5,1,0,0,0
598011,1,326016,B Kumar,2,0,16,0,8.00,5,3,0,0,0
598011,1,227712,AB Dinda,4,0,63,0,15.75,4,5,4,1,1
598011,1,272994,R Sharma,4,0,27,0,6.75,11,3,1,0,0
598011,1,49764,AD Mathews,4,0,29,0,7.25,6,1,1,0,0
598011,1,36084,Yuvraj Singh,2,0,13,1,6.50,5,2,0,0,0
598011,1,272450,MR Marsh,2,0,24,1,12.00,5,2,2,1,0
598011,2,6033,MG Johnson,4,0,33,3,8.25,12,5,1,1,0
598011,2,32130,PP Ojha,2,0,20,1,10.00,4,1,1,2,0
598011,2,29264,Harbhajan Singh,3,0,20,1,6.66,9,2,1,0,0
598011,2,49758,SL Malinga,4,0,22,1,5.50,9,2,0,0,0
598011,2,290727,R Dhawan,4,0,27,0,6.75,8,1,1,0,0
598011,2,230559,KA Pollard,3,0,19,1,6.33,8,0,1,1,0
598010,1,47492,DW Steyn,4,1,11,2,2.75,17,1,0,1,0
598010,1,236779,I Sharma,4,0,35,2,8.75,11,2,2,2,1
598010,1,233514,NLTC Perera,4,0,31,2,7.75,7,3,1,0,0
598010,1,26797,Anand Rajan,4,0,20,1,5.00,11,1,0,1,0
598010,1,31107,A Mishra,4,0,15,1,3.75,10,0,0,0,0
598010,2,32685,IK Pathan,3.2,0,19,1,5.70,11,2,0,1,0
598010,2,326017,S Kaul,2,1,8,0,4.00,10,2,0,0,0
598010,2,46538,M Morkel,4,0,27,2,6.75,9,2,0,0,1
598010,2,376116,UT Yadav,3,0,32,0,10.66,5,6,0,0,0
598010,2,44149,J Botha,3,0,11,1,3.66,10,1,0,0,0
598010,2,31872,S Nadeem,4,0,17,2,4.25,12,0,1,0,0
598009,1,326016,B Kumar,4,0,41,1,10.25,10,6,1,1,1
598009,1,227712,AB Dinda,3,0,21,0,7.00,7,3,0,0,0
598009,1,49764,AD Mathews,4,0,27,0,6.75,8,3,0,0,0
598009,1,272994,R Sharma,4,0,16,2,4.00,10,0,0,0,0
598009,1,36084,Yuvraj Singh,4,0,27,2,6.75,7,3,0,1,0
598009,1,272450,MR Marsh,1,0,10,0,10.00,2,2,0,0,0
598009,2,422847,Harmeet Singh,4,0,34,1,8.50,12,3,2,1,0
598009,2,34274,S Sreesanth,2.4,0,38,0,14.25,7,2,4,0,1
598009,2,270484,JP Faulkner,4,0,17,2,4.25,14,2,0,1,0
598009,2,371814,KK Cooper,4,0,26,0,6.50,9,2,1,0,0
598009,2,35353,SK Trivedi,4,0,31,0,7.75,7,2,1,1,0
598008,1,5961,MC Henriques,4,0,24,2,6.00,11,3,0,1,0
598008,1,35280,RP Singh,4,0,27,3,6.75,10,3,0,1,0
598008,1,390484,JD Unadkat,4,0,34,0,8.50,8,2,2,0,0
598008,1,49636,M Muralitharan,4,0,30,0,7.50,8,4,0,0,1
598008,1,35731,R Vinay Kumar,4,0,36,2,9.00,9,5,0,0,0
598008,2,46393,R McLaren,3,0,34,1,11.33,10,3,3,2,0
598008,2,45789,JH Kallis,4,1,30,0,7.50,14,2,2,1,1
598008,2,230558,SP Narine,4,0,17,0,4.25,13,2,0,0,0
598008,2,26829,L Balaji,3.3,0,33,1,9.42,11,2,3,2,0
598008,2,279545,PJ Sangwan,2,0,34,0,17.00,3,2,3,1,1
598008,2,26907,R Bhatia,1,0,10,0,10.00,2,0,1,1,0
598007,1,6981,DP Nannes,3.5,0,17,2,4.43,14,2,0,0,0
598007,1,591650,AS Rajpoot,1,0,10,0,10.00,2,2,0,0,0
598007,1,439952,CH Morris,4,0,27,2,6.75,11,4,0,0,0
598007,1,234675,RA Jadeja,4,0,29,1,7.25,7,3,0,0,0
598007,1,51439,DJ Bravo,4,0,27,3,6.75,11,2,1,2,0
598007,1,26421,R Ashwin,3,0,22,1,7.33,5,2,0,0,0
598007,2,30732,P Kumar,2.2,0,18,0,7.71,8,2,1,1,0
598007,2,5779,RJ Harris,4,0,30,0,7.50,10,5,0,0,0
598007,2,39024,Azhar Mahmood,4,0,34,0,8.50,6,2,1,1,0
598007,2,323131,P Awana,2,0,20,0,10.00,3,3,0,0,0
598007,2,32966,PP Chawla,4,0,21,0,5.25,7,1,0,0,0
598007,2,33870,R Sathish,1,0,15,0,15.00,1,1,1,0,0
598006,1,32685,IK Pathan,4,1,37,1,9.25,10,4,2,0,0
598006,1,31820,A Nehra,4,0,49,2,12.25,6,3,4,0,0
598006,1,46538,M Morkel,4,0,43,1,10.75,9,7,1,0,1
598006,1,376116,UT Yadav,3,0,28,0,9.33,8,3,1,3,0
598006,1,31872,S Nadeem,3,0,26,0,8.66,3,2,1,0,0
598006,1,49700,BMAJ Mendis,2,0,20,0,10.00,3,2,1,0,0
598006,2,29264,Harbhajan Singh,4,0,25,1,6.25,8,1,1,0,0
598006,2,49758,SL Malinga,4,0,20,1,5.00,13,3,0,0,0
598006,2,6033,MG Johnson,4,0,49,2,12.25,8,8,1,1,0
598006,2,32130,PP Ojha,4,0,34,2,8.50,6,1,1,1,0
598006,2,230559,KA Pollard,4,0,35,2,8.75,7,2,2,2,0
598048,1,35280,RP Singh,4,0,27,3,6.75,10,3,0,2,0
598048,1,35731,R Vinay Kumar,4,0,43,1,10.75,6,2,3,1,1
598048,1,390484,JD Unadkat,4,0,29,0,7.25,6,2,1,0,0
598048,1,49636,M Muralitharan,4,0,23,1,5.75,10,2,0,0,0
598048,1,30049,M Kartik,3,0,21,1,7.00,6,0,1,1,0
598048,1,5961,MC Henriques,1,0,18,0,18.00,1,1,2,0,0
598048,2,452044,GH Vihari,1,0,12,0,12.00,2,1,1,0,0
598048,2,47492,DW Steyn,4,0,16,0,4.00,13,1,0,0,0
598048,2,236779,I Sharma,3.4,0,30,1,8.18,13,5,1,0,0
598048,2,233514,NLTC Perera,3,0,35,1,11.66,5,4,1,2,0
598048,2,31107,A Mishra,4,0,42,0,10.50,7,4,2,2,0
598048,2,389605,A Ashish Reddy,1,0,12,0,12.00,2,1,1,0,0
598048,2,8291,CL White,1,0,14,1,14.00,1,1,1,0,0
598005,1,6278,B Lee,4,0,20,1,5.00,16,3,0,1,0
598005,1,481896,Mohammed Shami,3,0,26,0,8.66,7,3,1,0,0
598005,1,230558,SP Narine,4,0,28,2,7.00,12,3,1,0,0
598005,1,45789,JH Kallis,4,0,28,0,7.00,8,3,0,0,1
598005,1,26907,R Bhatia,3,0,21,1,7.00,6,3,0,0,0
598005,1,34019,LR Shukla,2,0,14,1,7.00,5,2,0,0,0
598005,2,34274,S Sreesanth,4,0,25,1,6.25,15,3,1,1,0
598005,2,8076,SW Tait,4,0,29,1,7.25,11,2,1,2,0
598005,2,390547,R Shukla,3,0,28,2,9.33,8,2,1,2,0
598005,2,371814,KK Cooper,4,0,15,3,3.75,11,0,0,1,0
598005,2,35353,SK Trivedi,4,0,23,3,5.75,12,1,1,0,0
598004,1,47492,DW Steyn,4,0,37,1,9.25,9,4,0,2,0
598004,1,452044,GH Vihari,1,0,5,1,5.00,2,0,0,0,0
598004,1,236779,I Sharma,4,0,27,3,6.75,8,1,1,0,0
598004,1,422992,Ankit Sharma,2,0,17,0,8.50,5,2,0,0,0
598004,1,233514,NLTC Perera,4,0,21,1,5.25,12,2,0,1,0
598004,1,31107,A Mishra,4,0,15,1,3.75,13,1,0,0,0
598004,1,389605,A Ashish Reddy,1,0,7,1,7.00,2,1,0,0,0
598004,2,390484,JD Unadkat,4,0,24,2,6.00,9,2,0,1,0
598004,2,5961,MC Henriques,3,0,14,2,4.66,10,1,0,1,0
598004,2,30049,M Kartik,4,0,27,0,6.75,5,1,0,2,0
598004,2,35731,R Vinay Kumar,4,0,27,1,6.75,8,1,1,0,0
598004,2,49636,M Muralitharan,4,0,18,1,4.50,10,1,0,1,0
598004,2,48472,TM Dilshan,1,0,10,0,10.00,0,1,0,0,0
598003,1,30732,P Kumar,4,0,31,2,7.75,9,3,1,1,0
598003,1,5779,RJ Harris,4,0,12,1,3.00,18,2,0,0,0
598003,1,39024,Azhar Mahmood,4,0,19,2,4.75,11,2,0,0,0
598003,1,323131,P Awana,4,0,16,1,4.00,14,2,0,0,0
598003,1,32966,PP Chawla,4,0,19,1,4.75,11,1,0,0,0
598003,2,326016,B Kumar,2,0,16,0,8.00,7,2,1,0,0
598003,2,227712,AB Dinda,2,0,28,0,14.00,3,6,0,1,0
598003,2,49764,AD Mathews,2,0,12,1,6.00,4,1,0,0,0
598003,2,272450,MR Marsh,3.2,0,24,0,7.20,7,2,0,1,1
598003,2,272994,R Sharma,3,0,20,1,6.66,8,3,0,0,0
598002,1,6981,DP Nannes,4,0,18,1,4.50,9,0,0,0,0
598002,1,591650,AS Rajpoot,3,0,25,1,8.33,8,3,1,1,0
598002,1,51439,DJ Bravo,4,0,44,2,11.00,10,4,3,2,0
598002,1,315623,B Laughlin,3,0,25,1,8.33,5,3,0,3,0
598002,1,234675,RA Jadeja,2,0,12,0,6.00,6,0,1,0,0
598002,1,26421,R Ashwin,4,0,21,1,5.25,14,0,2,0,0
598002,2,6033,MG Johnson,4,0,22,1,5.50,15,1,1,2,0
598002,2,32965,MM Patel,4,0,29,3,7.25,12,3,0,1,0
598002,2,29264,Harbhajan Singh,4,0,31,2,7.75,10,2,2,0,0
598002,2,32130,PP Ojha,4,0,16,2,4.00,10,0,0,0,0
598002,2,230559,KA Pollard,4,0,40,1,10.00,8,5,1,3,0
598001,1,32685,IK Pathan,4,0,31,0,7.75,8,3,1,0,0
598001,1,31820,A Nehra,4,0,35,2,8.75,10,3,1,1,0
598001,1,376116,UT Yadav,4,0,24,4,6.00,11,3,0,0,0
598001,1,276298,AD Russell,3,0,31,0,10.33,4,3,1,1,0
598001,1,31872,S Nadeem,4,0,22,1,5.50,7,1,0,0,0
598001,1,44149,J Botha,1,0,19,0,19.00,0,1,2,0,0
598001,2,51433,S Badree,4,0,34,0,8.50,8,3,1,1,0
598001,2,34274,S Sreesanth,4,0,18,1,4.50,15,3,0,0,0
598001,2,35353,SK Trivedi,4,0,35,0,8.75,4,2,1,0,0
598001,2,371814,KK Cooper,4,0,30,3,7.50,8,2,0,2,0
598001,2,390547,R Shukla,3,0,27,1,9.00,5,3,0,3,0
598001,2,27223,STR Binny,1,0,11,0,11.00,1,0,1,0,0
598000,1,52983,MN Samuels,4,0,34,1,8.50,8,3,1,1,0
598000,1,326016,B Kumar,4,0,17,1,4.25,12,1,0,0,0
598000,1,227712,AB Dinda,4,0,29,2,7.25,10,4,0,1,0
598000,1,49764,AD Mathews,2,0,16,0,8.00,2,2,0,0,0
598000,1,272994,R Sharma,4,0,21,1,5.25,9,2,0,0,0
598000,1,36084,Yuvraj Singh,2,0,8,1,4.00,6,0,0,0,0
598000,2,47492,DW Steyn,3.5,0,11,3,2.86,14,0,0,0,0
598000,2,236779,I Sharma,4,0,22,0,5.50,13,0,1,1,0
598000,2,233514,NLTC Perera,4,0,29,2,7.25,11,4,0,1,0
598000,2,31107,A Mishra,4,0,19,3,4.75,10,1,0,0,0
598000,2,8291,CL White,1,0,2,0,2.00,4,0,0,0,0
598000,2,389605,A Ashish Reddy,2,0,21,1,10.50,2,1,1,0,0
597999,1,6033,MG Johnson,3,0,15,1,5.00,11,2,0,2,0
597999,1,32965,MM Patel,4,0,40,0,10.00,11,4,3,0,0
597999,1,625383,JJ Bumrah,4,0,32,3,8.00,12,5,1,0,0
597999,1,38062,JDP Oram,4,0,22,0,5.50,14,3,0,2,0
597999,1,29264,Harbhajan Singh,4,0,21,1,5.25,15,2,1,1,0
597999,1,230559,KA Pollard,1,0,15,0,15.00,2,2,1,0,0
597999,2,390484,JD Unadkat,4,0,26,0,6.50,8,3,0,0,0
597999,2,4864,DT Christian,4,0,42,0,10.50,9,1,4,0,1
597999,2,35731,R Vinay Kumar,4,0,27,3,6.75,9,3,0,0,0
597999,2,49636,M Muralitharan,4,0,30,0,7.50,9,3,1,0,0
597999,2,30049,M Kartik,4,0,24,1,6.00,9,1,0,1,0
597998,1,6278,B Lee,4,0,40,2,10.00,10,6,1,1,0
597998,1,45789,JH Kallis,3,0,23,0,7.66,10,4,0,2,0
597998,1,26829,L Balaji,4,0,20,1,5.00,10,2,0,0,0
597998,1,230558,SP Narine,4,0,13,4,3.25,14,0,0,0,0
597998,1,26907,R Bhatia,4,0,23,2,5.75,8,2,0,1,0
597998,1,34019,LR Shukla,1,0,8,0,8.00,2,1,0,0,0
597998,2,32685,IK Pathan,2,1,15,0,7.50,8,2,1,0,0
597998,2,31820,A Nehra,3,0,20,1,6.66,10,4,0,0,0
597998,2,376116,UT Yadav,3,0,23,0,7.66,7,3,0,2,0
597998,2,31872,S Nadeem,4,0,22,2,5.50,9,2,0,0,0
597998,2,44149,J Botha,3.4,0,22,1,6.00,8,2,0,0,0
597998,2,276298,AD Russell,3,0,24,0,8.00,5,1,1,1,0
548381,1,6278,B Lee,4,0,42,0,10.50,9,3,3,0,1
548381,1,56143,Shakib Al Hasan,3,0,25,1,8.33,5,1,1,1,0
548381,1,230558,SP Narine,4,0,37,0,9.25,5,1,2,0,0
548381,1,277237,Iqbal Abdulla,1,0,9,0,9.00,2,1,0,0,0
548381,1,45789,JH Kallis,4,0,34,1,8.50,7,3,1,1,1
548381,1,26907,R Bhatia,3,0,23,1,7.66,5,2,0,0,0
548381,1,32498,YK Pathan,1,0,17,0,17.00,0,2,1,0,0
548381,2,5941,BW Hilfenhaus,4,0,25,2,6.25,11,2,0,1,1
548381,2,46248,JA Morkel,4,0,38,1,9.50,5,5,0,2,0
548381,2,26421,R Ashwin,4,0,41,1,10.25,6,1,3,0,0
548381,2,51439,DJ Bravo,3.4,0,49,1,13.36,3,4,3,2,0
548381,2,29655,SB Jakati,4,0,38,0,9.50,5,6,0,0,0
548380,1,271315,Sunny Gupta,3,0,47,0,15.66,0,4,3,1,0
548380,1,376116,UT Yadav,4,0,27,1,6.75,7,3,0,0,0
548380,1,276298,AD Russell,4,0,30,0,7.50,9,4,0,0,0
548380,1,360911,VR Aaron,4,0,63,2,15.75,7,10,2,2,0
548380,1,530773,P Negi,4,0,33,1,8.25,6,1,2,0,0
548380,1,35263,V Sehwag,1,0,21,0,21.00,1,2,2,0,0
548380,2,5941,BW Hilfenhaus,3,0,17,1,5.66,9,2,0,2,0
548380,2,46248,JA Morkel,3,0,28,1,9.33,4,3,1,0,0
548380,2,29655,SB Jakati,4,0,40,2,10.00,7,0,4,0,0
548380,2,26421,R Ashwin,3.5,0,23,3,6.00,14,0,2,1,0
548380,2,51439,DJ Bravo,3,0,24,1,8.00,6,2,0,2,0
548379,1,29264,Harbhajan Singh,3,1,20,0,6.66,11,1,2,0,0
548379,1,277955,DS Kulkarni,4,0,46,3,11.50,8,5,2,2,0
548379,1,35280,RP Singh,4,0,34,0,8.50,9,6,0,0,0
548379,1,49758,SL Malinga,4,0,41,0,10.25,6,5,1,1,0
548379,1,230559,KA Pollard,3,0,26,1,8.66,5,4,0,0,0
548379,1,53118,DR Smith,1,0,6,0,6.00,4,1,0,0,0
548379,1,37004,JEC Franklin,1,0,12,1,12.00,2,1,1,0,0
548379,2,29655,SB Jakati,4,0,25,1,6.25,11,3,0,1,0
548379,2,5941,BW Hilfenhaus,4,0,45,1,11.25,12,4,3,4,1
548379,2,26421,R Ashwin,3,0,18,1,6.00,6,2,0,0,0
548379,2,234675,RA Jadeja,2,0,15,1,7.50,3,2,0,0,0
548379,2,46248,JA Morkel,4,0,31,2,7.75,10,2,2,0,0
548379,2,51439,DJ Bravo,3,0,10,2,3.33,11,1,0,0,0
548378,1,32685,IK Pathan,4,0,20,1,5.00,11,2,0,1,0
548378,1,376116,UT Yadav,4,0,37,1,9.25,6,4,1,1,0
548378,1,46538,M Morkel,4,0,37,0,9.25,8,3,2,0,0
548378,1,360911,VR Aaron,4,0,48,0,12.00,5,5,2,0,0
548378,1,530773,P Negi,4,0,18,1,4.50,12,0,1,0,0
548378,2,26829,L Balaji,2,0,11,1,5.50,6,1,0,1,0
548378,2,56143,Shakib Al Hasan,4,0,36,1,9.00,8,3,2,0,0
548378,2,45789,JH Kallis,4,0,24,2,6.00,13,3,0,3,0
548378,2,230558,SP Narine,4,0,24,2,6.00,11,1,1,0,0
548378,2,277237,Iqbal Abdulla,4,0,24,1,6.00,9,3,0,0,0
548378,2,26907,R Bhatia,2,0,16,1,8.00,5,3,0,0,0
548377,1,35280,RP Singh,3,0,32,0,10.66,8,4,1,3,1
