Match ID,Innings,Player ID,Batsman,Commentary,R,B,M,4s,6s,SR
1178405,1,1070168,PP Shaw,c †Bairstow b Ahmed,4,5,9,0,0,80.00
1178405,1,28235,S Dhawan,c Kumar b Ahmed,7,8,18,1,0,87.50
1178405,1,232359,C Munro,c †Bairstow b Abhishek Sharma,40,24,29,4,3,166.66
1178405,1,642519,SS Iyer (c),c †Bairstow b Kumar,45,40,61,5,0,112.50
1178405,1,931581,RR Pant †,c Hooda b Ahmed,23,19,45,3,0,121.05
1178405,1,439952,CH Morris, b Rashid Khan,4,8,12,0,0,50.00
1178405,1,554691,AR Patel,not out,14,11,19,1,0,127.27
1178405,1,677081,KMA Paul,lbw b Kumar,7,4,9,0,1,175.00
1178405,1,550215,K Rabada,not out,2,2,3,0,0,100.00
1178405,2,219889,DA Warner,c Iyer b Rabada,51,47,86,3,1,108.51
1178405,2,297433,JM Bairstow †,c Rabada b Paul,41,31,51,5,1,132.25
1178405,2,277906,KS Williamson (c),c Rabada b Paul,3,8,10,0,0,37.50
1178405,2,642531,RK Bhui,c Patel b Paul,7,12,18,0,0,58.33
1178405,2,477021,V Shankar,c †Pant b Rabada,1,2,8,0,0,50.00
1178405,2,497121,DJ Hooda, b Morris,3,4,8,0,0,75.00
1178405,2,1070183,Abhishek Sharma,c Paul b Morris,2,3,9,0,0,66.66
1178405,2,793463,Rashid Khan,c Paul b Morris,0,1,1,0,0,0.00
1178405,2,326016,B Kumar,c & b Rabada,2,4,8,0,0,50.00
1178405,2,438362,Sandeep Sharma,not out,1,1,6,0,0,100.00
1178405,2,942645,KK Ahmed, b Rabada,0,1,1,0,0,0.00
1178404,1,326637,CA Lynn,c Thakur b Imran Tahir,82,51,68,7,6,160.78
1178404,1,230558,SP Narine,c du Plessis b Santner,2,7,24,0,0,28.57
1178404,1,604527,N Rana,c du Plessis b Imran Tahir,21,18,24,3,0,116.66
1178404,1,35582,RV Uthappa,c du Plessis b Imran Tahir,0,1,3,0,0,0.00
1178404,1,30045,KD Karthik (c) †,c du Plessis b Thakur,18,14,36,2,0,128.57
1178404,1,276298,AD Russell,c sub (DR Shorey) b Imran Tahir,10,4,3,1,1,250.00
1178404,1,1070173,Shubman Gill,c Jadeja b Thakur,15,20,28,0,0,75.00
1178404,1,32966,PP Chawla,not out,4,5,15,0,0,80.00
1178404,1,559235,Kuldeep Yadav,run out (†Dhoni/Thakur),0,0,1,0,0,-
1178404,2,8180,SR Watson,lbw b Gurney,6,7,17,1,0,85.71
1178404,2,44828,F du Plessis, b Narine,24,16,29,5,0,150.00
1178404,2,33335,SK Raina,not out,58,42,86,7,1,138.09
1178404,2,33141,AT Rayudu,c Uthappa b Chawla,5,11,21,0,0,45.45
1178404,2,290716,KM Jadhav,lbw b Chawla,20,12,9,3,1,166.66
1178404,2,28081,MS Dhoni (c) †,lbw b Narine,16,13,25,0,1,123.07
1178404,2,234675,RA Jadeja,not out,31,17,20,5,0,182.35
1178403,1,422108,KL Rahul,st †Patel b Chahal,18,15,34,2,1,120.00
1178403,1,51880,CH Gayle,not out,99,64,104,10,5,154.68
1178403,1,398438,MA Agarwal, b Chahal,15,9,10,1,1,166.66
1178403,1,642525,SN Khan,c †Patel b Mohammed Siraj,15,13,17,1,1,115.38
1178403,1,662973,SM Curran,lbw b Ali,1,3,5,0,0,33.33
1178403,1,398506,Mandeep Singh,not out,18,16,34,1,0,112.50
1178403,2,32242,PA Patel †,c Agarwal b R Ashwin,19,9,15,4,0,211.11
1178403,2,253802,V Kohli (c),c M Ashwin b Mohammed Shami,67,53,73,8,0,126.41
1178403,2,44936,AB de Villiers,not out,59,38,81,5,2,155.26
1178403,2,325012,MP Stoinis,not out,28,16,23,4,0,175.00
1178402,1,34102,RG Sharma (c),c Buttler b Archer,47,32,47,6,1,146.87
1178402,1,379143,Q de Kock †,c Buttler b Archer,81,52,87,6,4,155.76
1178402,1,446507,SA Yadav, b Kulkarni,16,10,15,0,1,160.00
1178402,1,230559,KA Pollard,c Gopal b Archer,6,12,15,0,0,50.00
1178402,1,625371,HH Pandya,not out,28,11,21,1,3,254.54
1178402,1,720471,Ishan Kishan,c Buttler b Unadkat,5,3,5,1,0,166.66
1178402,1,471342,KH Pandya,not out,0,0,5,0,0,-
1178402,2,277916,AM Rahane (c),c Yadav b KH Pandya,37,21,34,6,1,176.19
1178402,2,308967,JC Buttler,c Yadav b Chahar,89,43,64,8,7,206.97
1178402,2,425943,SV Samson †,lbw b Bumrah,31,26,48,2,1,119.23
1178402,2,267192,SPD Smith,c Ishan Kishan b Bumrah,12,15,27,1,0,80.00
1178402,2,446763,RA Tripathi,c HH Pandya b KH Pandya,1,2,4,0,0,50.00
1178402,2,403902,LS Livingstone, b KH Pandya,1,2,4,0,0,50.00
1178402,2,344580,S Gopal,not out,13,7,12,2,0,185.71
1178402,2,424377,K Gowtham,not out,0,1,10,0,0,0.00
1178401,1,12454,JL Denly, b Sharma,0,1,1,0,0,0.00
1178401,1,1070173,Shubman Gill,c Patel b Paul,65,39,70,7,2,166.66
1178401,1,35582,RV Uthappa,c †Pant b Rabada,28,30,38,4,1,93.33
1178401,1,604527,N Rana, b Morris,11,12,21,0,1,91.66
1178401,1,276298,AD Russell,c Rabada b Morris,45,21,34,3,4,214.28
1178401,1,30045,KD Karthik (c) †,c Dhawan b Rabada,2,3,6,0,0,66.66
1178401,1,457249,CR Brathwaite,c Tewatia b Paul,6,7,23,0,0,85.71
1178401,1,32966,PP Chawla,not out,14,6,9,2,0,233.33
1178401,1,559235,Kuldeep Yadav,not out,2,2,3,0,0,100.00
1178401,2,1070168,PP Shaw,c †Karthik b Prasidh Krishna,14,7,17,0,2,200.00
1178401,2,28235,S Dhawan,not out,97,63,98,11,2,153.96
1178401,2,642519,SS Iyer (c),c †Karthik b Russell,6,6,13,1,0,100.00
1178401,2,931581,RR Pant †,c Kuldeep Yadav b Rana,46,31,59,4,2,148.38
1178401,2,45705,CA Ingram,not out,14,6,8,1,1,233.33
1178400,1,277916,AM Rahane (c),lbw b Chahar,14,11,16,3,0,127.27
1178400,1,308967,JC Buttler †,c Rayudu b Thakur,23,10,20,4,1,230.00
1178400,1,425943,SV Samson,c sub (DR Shorey) b Santner,6,6,14,1,0,100.00
1178400,1,267192,SPD Smith,c Rayudu b Jadeja,15,22,30,1,0,68.18
1178400,1,446763,RA Tripathi,c Jadhav b Jadeja,10,12,14,1,0,83.33
1178400,1,311158,BA Stokes, b Chahar,28,26,40,1,0,107.69
1178400,1,1079434,R Parag,c †Dhoni b Thakur,16,14,18,2,0,114.28
1178400,1,669855,JC Archer,not out,13,12,23,1,0,108.33
1178400,1,344580,S Gopal,not out,19,7,7,2,1,271.42
1178400,2,8180,SR Watson, b Kulkarni,0,4,3,0,0,0.00
1178400,2,44828,F du Plessis,c Tripathi b Unadkat,7,10,22,0,0,70.00
1178400,2,33335,SK Raina,run out (Archer),4,4,7,1,0,100.00
1178400,2,33141,AT Rayudu,c Gopal b Stokes,57,47,85,2,3,121.27
1178400,2,290716,KM Jadhav,c Stokes b Archer,1,6,9,0,0,16.66
1178400,2,28081,MS Dhoni (c) †, b Stokes,58,43,76,2,3,134.88
1178400,2,234675,RA Jadeja,not out,9,4,21,0,1,225.00
1178400,2,502714,MJ Santner,not out,10,3,7,0,1,333.33
1178399,1,422108,KL Rahul †,not out,100,64,110,6,6,156.25
1178399,1,51880,CH Gayle,c KH Pandya b Behrendorff,63,36,70,3,7,175.00
1178399,1,321777,DA Miller,c †de Kock b HH Pandya,7,8,14,1,0,87.50
1178399,1,398439,KK Nair,c Chahar b HH Pandya,5,6,9,0,0,83.33
1178399,1,662973,SM Curran,c †de Kock b Bumrah,8,3,5,2,0,266.66
1178399,1,398506,Mandeep Singh,not out,7,3,13,1,0,233.33
1178399,2,379143,Q de Kock †,c Miller b Ashwin,24,23,46,2,0,104.34
1178399,2,422342,SD Lad, b Mohammed Shami,15,13,19,1,1,115.38
1178399,2,446507,SA Yadav,c sub (MC Henriques) b Curran,21,15,22,4,0,140.00
1178399,2,230559,KA Pollard (c),c Miller b Rajpoot,83,31,81,3,10,267.74
1178399,2,720471,Ishan Kishan,run out (Curran),7,10,18,1,0,70.00
1178399,2,625371,HH Pandya,c Miller b Mohammed Shami,19,13,20,2,0,146.15
1178399,2,471342,KH Pandya,c Miller b Mohammed Shami,1,2,6,0,0,50.00
1178399,2,670031,AS Joseph,not out,15,13,32,2,0,115.38
1178399,2,1064812,RD Chahar,not out,1,1,5,0,0,100.00
1178398,1,326637,CA Lynn,lbw b Chahar,0,5,6,0,0,0.00
1178398,1,230558,SP Narine,c Chahar b Harbhajan Singh,6,5,10,0,0,120.00
1178398,1,35582,RV Uthappa,c Jadhav b Chahar,11,9,18,2,0,122.22
1178398,1,604527,N Rana,c Rayudu b Chahar,0,3,5,0,0,0.00
1178398,1,30045,KD Karthik (c) †,c Harbhajan Singh b Imran Tahir,19,21,27,3,0,90.47
1178398,1,1070173,Shubman Gill,st †Dhoni b Imran Tahir,9,12,24,0,0,75.00
1178398,1,276298,AD Russell,not out,50,44,59,5,3,113.63
1178398,1,32966,PP Chawla,st †Dhoni b Harbhajan Singh,8,13,25,0,1,61.53
1178398,1,559235,Kuldeep Yadav,run out (Rayudu/Harbhajan Singh),0,1,2,0,0,0.00
1178398,1,917159,M Prasidh Krishna,c Harbhajan Singh b Jadeja,0,2,5,0,0,0.00
1178398,1,244639,HF Gurney,not out,1,5,22,0,0,20.00
1178398,2,8180,SR Watson,c Chawla b Narine,17,9,10,2,1,188.88
1178398,2,44828,F du Plessis,not out,43,45,89,3,0,95.55
1178398,2,33335,SK Raina,c Chawla b Narine,14,13,13,1,1,107.69
1178398,2,33141,AT Rayudu,c Rana b Chawla,21,31,49,2,0,67.74
1178398,2,290716,KM Jadhav,not out,8,8,16,1,0,100.00
1178397,1,219889,DA Warner,not out,70,62,103,6,1,112.90
1178397,1,297433,JM Bairstow †,c Ashwin b Mujeeb Ur Rahman,1,6,10,0,0,16.66
1178397,1,477021,V Shankar,c †Rahul b Ashwin,26,27,43,2,0,96.29
1178397,1,25913,Mohammad Nabi,run out (Ashwin),12,7,13,0,0,171.42
1178397,1,290630,MK Pandey,c sub (KK Nair) b Mohammed Shami,19,15,31,2,0,126.66
1178397,1,497121,DJ Hooda,not out,14,3,4,2,1,466.66
1178397,2,422108,KL Rahul †,not out,71,53,102,7,1,133.96
1178397,2,51880,CH Gayle,c Hooda b Rashid Khan,16,14,14,1,1,114.28
1178397,2,398438,MA Agarwal,c Shankar b Sandeep Sharma,55,43,69,3,3,127.90
1178397,2,321777,DA Miller,c Hooda b Sandeep Sharma,1,3,4,0,0,33.33
1178397,2,398506,Mandeep Singh,c Hooda b Kaul,2,3,5,0,0,66.66
1178397,2,662973,SM Curran,not out,5,3,6,0,0,166.66
1178396,1,277916,AM Rahane (c),lbw b Prasidh Krishna,5,7,8,1,0,71.42
1178396,1,308967,JC Buttler †,c Shubman Gill b Gurney,37,34,53,5,1,108.82
1178396,1,267192,SPD Smith,not out,73,59,88,7,1,123.72
1178396,1,446763,RA Tripathi,c Chawla b Gurney,6,8,19,0,0,75.00
1178396,1,311158,BA Stokes,not out,7,14,23,0,0,50.00
1178396,2,326637,CA Lynn,c Midhun b Gopal,50,32,49,6,3,156.25
1178396,2,230558,SP Narine,c Smith b Gopal,47,25,39,6,3,188.00
1178396,2,35582,RV Uthappa,not out,26,16,22,1,2,162.50
1178396,2,1070173,Shubman Gill,not out,6,10,12,0,0,60.00
1178395,1,32242,PA Patel †,c Lamichhane b Morris,9,9,13,1,0,100.00
1178395,1,253802,V Kohli (c),c Iyer b Rabada,41,33,84,1,2,124.24
1178395,1,44936,AB de Villiers,c Ingram b Rabada,17,16,20,1,1,106.25
1178395,1,325012,MP Stoinis,c Tewatia b Patel,15,17,20,0,1,88.23
1178395,1,8917,MM Ali,st †Pant b Lamichhane,32,18,18,1,3,177.77
1178395,1,500360,AD Nath,c †Pant b Rabada,19,12,14,4,0,158.33
1178395,1,530773,P Negi,c †Pant b Rabada,0,1,5,0,0,0.00
1178395,1,232364,TG Southee,not out,9,9,13,0,0,100.00
1178395,1,940973,Mohammed Siraj,lbw b Morris,1,5,7,0,0,20.00
1178395,1,430246,YS Chahal,not out,1,1,4,0,0,100.00
1178395,2,1070168,PP Shaw,c Nath b Negi,28,22,40,5,0,127.27
1178395,2,28235,S Dhawan,c Saini b Southee,0,1,5,0,0,0.00
1178395,2,642519,SS Iyer (c),c Chahal b Saini,67,50,75,8,2,134.00
1178395,2,45705,CA Ingram,lbw b Ali,22,21,17,2,1,104.76
1178395,2,931581,RR Pant †,c Southee b Mohammed Siraj,18,14,26,2,0,128.57
1178395,2,439952,CH Morris,c de Villiers b Saini,0,3,4,0,0,0.00
1178395,2,554691,AR Patel,not out,4,1,5,1,0,400.00
1178395,2,423838,R Tewatia,not out,1,2,3,0,0,50.00
1178394,1,34102,RG Sharma (c),c Hooda b Mohammad Nabi,11,14,20,0,1,78.57
1178394,1,379143,Q de Kock †,c Hooda b Kaul,19,18,42,1,1,105.55
1178394,1,446507,SA Yadav,lbw b Sandeep Sharma,7,8,10,1,0,87.50
1178394,1,720471,Ishan Kishan,run out (Shankar/†Bairstow),17,21,38,2,0,80.95
1178394,1,471342,KH Pandya,c †Bairstow b Kaul,6,13,15,0,0,46.15
1178394,1,230559,KA Pollard,not out,46,26,42,2,4,176.92
1178394,1,625371,HH Pandya,c Shankar b Rashid Khan,14,14,20,0,1,100.00
1178394,1,1064812,RD Chahar,c †Bairstow b Kumar,10,7,7,2,0,142.85
1178394,1,670031,AS Joseph,not out,0,0,8,0,0,-
1178394,2,219889,DA Warner, b Joseph,15,13,22,2,0,115.38
1178394,2,297433,JM Bairstow †,c Bumrah b Chahar,16,10,18,3,0,160.00
1178394,2,477021,V Shankar,c HH Pandya b Joseph,5,10,15,1,0,50.00
1178394,2,290630,MK Pandey,c Sharma b Behrendorff,16,21,29,0,0,76.19
1178394,2,497121,DJ Hooda, b Joseph,20,24,20,1,0,83.33
1178394,2,32498,YK Pathan,c Ishan Kishan b Chahar,0,4,5,0,0,0.00
1178394,2,25913,Mohammad Nabi,c Sharma b Bumrah,11,14,28,0,1,78.57
1178394,2,793463,Rashid Khan,c & b Joseph,0,1,4,0,0,0.00
1178394,2,326016,B Kumar (c), b Joseph,2,6,8,0,0,33.33
1178394,2,326017,S Kaul,c †de Kock b Joseph,0,1,6,0,0,0.00
1178394,2,438362,Sandeep Sharma,not out,5,2,3,1,0,250.00
1178393,1,8180,SR Watson,c Curran b R Ashwin,26,24,39,3,1,108.33
1178393,1,44828,F du Plessis,c Miller b R Ashwin,54,38,65,2,4,142.10
1178393,1,33335,SK Raina, b R Ashwin,17,20,28,1,0,85.00
1178393,1,28081,MS Dhoni (c) †,not out,37,23,39,4,1,160.86
1178393,1,33141,AT Rayudu,not out,21,15,37,1,1,140.00
1178393,2,422108,KL Rahul †,c Jadeja b Kuggeleijn,55,47,80,3,1,117.02
1178393,2,51880,CH Gayle,c †Dhoni b Harbhajan Singh,5,7,10,1,0,71.42
1178393,2,398438,MA Agarwal,c du Plessis b Harbhajan Singh,0,2,2,0,0,0.00
1178393,2,642525,SN Khan,c du Plessis b Kuggeleijn,67,59,84,4,2,113.55
1178393,2,321777,DA Miller, b Chahar,6,5,13,1,0,120.00
1178393,2,398506,Mandeep Singh,not out,1,1,7,0,0,100.00
1178393,2,662973,SM Curran,not out,0,1,2,0,0,0.00
1175372,1,32242,PA Patel †,lbw b Rana,25,24,32,3,0,104.16
1175372,1,253802,V Kohli (c),c & b Kuldeep Yadav,84,49,77,9,2,171.42
1175372,1,44936,AB de Villiers,c Shubman Gill b Narine,63,32,51,5,4,196.87
1175372,1,325012,MP Stoinis,not out,28,13,14,3,1,215.38
1175372,1,8917,MM Ali,not out,0,2,7,0,0,0.00
1175372,2,326637,CA Lynn, b Negi,43,31,62,4,2,138.70
1175372,2,230558,SP Narine,c Negi b Saini,10,8,12,2,0,125.00
1175372,2,35582,RV Uthappa,c Southee b Negi,33,25,40,6,0,132.00
1175372,2,604527,N Rana,c sub (H Klaasen) b Chahal,37,23,33,1,2,160.86
1175372,2,30045,KD Karthik (c) †,c Chahal b Saini,19,15,34,1,1,126.66
1175372,2,276298,AD Russell,not out,48,13,27,1,7,369.23
1175372,2,1070173,Shubman Gill,not out,3,3,16,0,0,100.00
1175371,1,1070168,PP Shaw, b Kumar,11,11,9,2,0,100.00
1175371,1,28235,S Dhawan,c Sandeep Sharma b Mohammad Nabi,12,14,25,1,0,85.71
1175371,1,642519,SS Iyer (c), b Rashid Khan,43,41,70,3,1,104.87
1175371,1,931581,RR Pant †,c Hooda b Mohammad Nabi,5,7,17,0,0,71.42
1175371,1,423838,R Tewatia,c Mohammad Nabi b Sandeep Sharma,5,7,7,1,0,71.42
1175371,1,45705,CA Ingram,c Pandey b Kaul,5,8,13,0,0,62.50
1175371,1,439952,CH Morris,c Mohammad Nabi b Kumar,17,15,24,1,1,113.33
1175371,1,554691,AR Patel,not out,23,13,16,1,2,176.92
1175371,1,550215,K Rabada,c Kumar b Kaul,3,4,3,0,0,75.00
1175371,1,236779,I Sharma,not out,0,0,2,0,0,-
1175371,2,219889,DA Warner,c Morris b Rabada,10,18,36,0,0,55.55
1175371,2,297433,JM Bairstow †,lbw b Tewatia,48,28,29,9,1,171.42
1175371,2,477021,V Shankar,c Iyer b Patel,16,21,36,1,0,76.19
1175371,2,290630,MK Pandey,c Shaw b Sharma,10,13,23,0,0,76.92
1175371,2,497121,DJ Hooda,c Rabada b Lamichhane,10,11,11,1,0,90.90
1175371,2,32498,YK Pathan,not out,9,11,18,1,0,81.81
1175371,2,25913,Mohammad Nabi,not out,17,9,12,2,1,188.88
1175370,1,379143,Q de Kock †,c Jadhav b Chahar,4,7,11,1,0,57.14
1175370,1,34102,RG Sharma (c),c †Dhoni b Jadeja,13,18,35,1,0,72.22
1175370,1,446507,SA Yadav,c Jadeja b Bravo,59,43,83,8,1,137.20
1175370,1,36084,Yuvraj Singh,c Rayudu b Imran Tahir,4,6,8,0,0,66.66
1175370,1,471342,KH Pandya,c Jadeja b Sharma,42,32,43,5,1,131.25
1175370,1,625371,HH Pandya,not out,25,8,22,1,3,312.50
1175370,1,230559,KA Pollard,not out,17,7,14,0,2,242.85
1175370,2,8180,SR Watson,c Pollard b Malinga,5,6,9,1,0,83.33
1175370,2,33141,AT Rayudu,c †de Kock b Behrendorff,0,1,3,0,0,0.00
1175370,2,33335,SK Raina,c Pollard b Behrendorff,16,15,26,2,1,106.66
1175370,2,290716,KM Jadhav,c †de Kock b Malinga,58,54,87,8,1,107.40
1175370,2,28081,MS Dhoni (c) †,c Yadav b HH Pandya,12,21,48,0,0,57.14
1175370,2,234675,RA Jadeja,c †de Kock b HH Pandya,1,2,4,0,0,50.00
1175370,2,51439,DJ Bravo,c †de Kock b Malinga,8,9,21,0,1,88.88
1175370,2,447261,DL Chahar,c Bumrah b HH Pandya,7,7,10,1,0,100.00
1175370,2,475281,SN Thakur,not out,12,5,9,1,1,240.00
1175370,2,537119,MM Sharma,not out,0,2,3,0,0,0.00
1175369,1,253802,V Kohli (c), b Gopal,23,25,25,3,0,92.00
1175369,1,32242,PA Patel †,c Rahane b Archer,67,41,78,9,1,163.41
1175369,1,44936,AB de Villiers,c & b Gopal,13,9,8,2,0,144.44
1175369,1,670025,SO Hetmyer,c †Buttler b Gopal,1,9,8,0,0,11.11
1175369,1,325012,MP Stoinis,not out,31,28,50,2,1,110.71
1175369,1,8917,MM Ali,not out,18,9,15,2,1,200.00
1175369,2,277916,AM Rahane (c),lbw b Chahal,22,20,37,4,0,110.00
1175369,2,308967,JC Buttler †,c Stoinis b Chahal,59,43,58,8,1,137.20
1175369,2,267192,SPD Smith,c Yadav b Mohammed Siraj,38,31,55,2,1,122.58
1175369,2,446763,RA Tripathi,not out,34,23,39,3,1,147.82
1175369,2,311158,BA Stokes,not out,1,2,4,0,0,50.00
1175368,1,422108,KL Rahul †,lbw b Morris,15,11,8,2,1,136.36
1175368,1,662973,SM Curran,lbw b Lamichhane,20,10,20,3,1,200.00
1175368,1,398438,MA Agarwal,run out (Dhawan),6,9,28,0,0,66.66
1175368,1,642525,SN Khan,c †Pant b Lamichhane,39,29,50,6,0,134.48
1175368,1,321777,DA Miller,c †Pant b Morris,43,30,49,4,2,143.33
1175368,1,398506,Mandeep Singh,not out,29,21,35,2,1,138.09
1175368,1,375126,GC Viljoen,c Morris b Rabada,1,3,6,0,0,33.33
1175368,1,26421,R Ashwin (c), b Morris,3,4,5,0,0,75.00
1175368,1,528067,M Ashwin,c Avesh Khan b Rabada,1,2,1,0,0,50.00
1175368,1,481896,Mohammed Shami,run out (Rabada),0,1,2,0,0,0.00
1175368,1,974109,Mujeeb Ur Rahman,not out,0,0,1,0,0,-
1175368,2,1070168,PP Shaw,c †Rahul b R Ashwin,0,1,1,0,0,0.00
1175368,2,28235,S Dhawan,lbw b R Ashwin,30,25,48,4,0,120.00
1175368,2,642519,SS Iyer (c), b Viljoen,28,22,32,5,0,127.27
1175368,2,931581,RR Pant †, b Mohammed Shami,39,26,50,3,2,150.00
1175368,2,45705,CA Ingram,c sub (KK Nair) b Curran,38,29,44,4,1,131.03
1175368,2,439952,CH Morris,run out (Ashwin),0,1,1,0,0,0.00
1175368,2,452044,GH Vihari, b Mohammed Shami,2,5,12,0,0,40.00
1175368,2,390481,HV Patel,c †Rahul b Curran,0,2,2,0,0,0.00
1175368,2,550215,K Rabada, b Curran,0,1,8,0,0,0.00
1175368,2,694211,Avesh Khan,not out,4,3,6,1,0,133.33
1175368,2,960361,S Lamichhane, b Curran,0,1,1,0,0,0.00
1175367,1,33141,AT Rayudu,c †Buttler b Archer,1,8,,0,0,12.50
1175367,1,8180,SR Watson,c Archer b Stokes,13,13,,1,1,100.00
1175367,1,33335,SK Raina, b Unadkat,36,32,,4,1,112.50
1175367,1,290716,KM Jadhav,c †Buttler b Kulkarni,8,3,,2,0,266.66
1175367,1,28081,MS Dhoni (c) †,not out,75,46,,4,4,163.04
1175367,1,51439,DJ Bravo,c Kulkarni b Archer,27,16,,3,1,168.75
1175367,1,234675,RA Jadeja,not out,8,3,,0,1,266.66
1175367,2,277916,AM Rahane (c),c Jadeja b Chahar,0,2,,0,0,0.00
1175367,2,308967,JC Buttler †,c Bravo b Thakur,6,7,,1,0,85.71
1175367,2,425943,SV Samson,c Raina b Chahar,8,10,,1,0,80.00
1175367,2,446763,RA Tripathi,c & b Imran Tahir,39,24,,5,1,162.50
1175367,2,267192,SPD Smith,c sub (DR Shorey) b Imran Tahir,28,30,,2,0,93.33
1175367,2,311158,BA Stokes,c Raina b Bravo,46,26,,1,3,176.92
1175367,2,424377,K Gowtham,c Raina b Thakur,9,8,,0,1,112.50
1175367,2,669855,JC Archer,not out,24,11,,1,2,218.18
1175367,2,344580,S Gopal,c Imran Tahir b Bravo,0,3,,0,0,0.00
1175367,2,390484,JD Unadkat,not out,0,0,,0,0,-
1175366,1,297433,JM Bairstow †,c Yadav b Chahal,114,56,76,12,7,203.57
1175366,1,219889,DA Warner,not out,100,55,98,5,5,181.81
1175366,1,477021,V Shankar,run out (Hetmyer/†Patel),9,3,7,0,1,300.00
1175366,1,32498,YK Pathan,not out,6,6,13,0,0,100.00
1175366,2,32242,PA Patel †,c Pandey b Mohammad Nabi,11,8,7,2,0,137.50
1175366,2,670025,SO Hetmyer,st †Bairstow b Mohammad Nabi,9,9,12,0,1,100.00
1175366,2,253802,V Kohli (c),c Warner b Sandeep Sharma,3,10,18,0,0,30.00
1175366,2,44936,AB de Villiers, b Mohammad Nabi,1,2,3,0,0,50.00
1175366,2,8917,MM Ali,run out (Mohammad Nabi/Sandeep Sharma),2,8,12,0,0,25.00
1175366,2,714451,S Dube,c Hooda b Mohammad Nabi,5,7,7,1,0,71.42
1175366,2,55395,C de Grandhomme,run out (Kumar/Shankar),37,32,61,3,2,115.62
1175366,2,1159712,P Ray Barman,c Hooda b Sandeep Sharma,19,24,35,2,0,79.16
1175366,2,376116,UT Yadav,run out (Shankar/Rashid Khan),14,9,13,1,1,155.55
1175366,2,940973,Mohammed Siraj,not out,3,8,13,0,0,37.50
1175366,2,430246,YS Chahal,c Hooda b Sandeep Sharma,1,3,6,0,0,33.33
1175365,1,554700,NS Naik,lbw b Lamichhane,7,16,16,1,0,43.75
1175365,1,326637,CA Lynn,c †Pant b Rabada,20,18,32,3,0,111.11
1175365,1,35582,RV Uthappa,lbw b Patel,11,6,11,2,0,183.33
1175365,1,604527,N Rana,c Rabada b Patel,1,2,7,0,0,50.00
1175365,1,30045,KD Karthik (c) †,c †Pant b Mishra,50,36,75,5,2,138.88
1175365,1,1070173,Shubman Gill,run out (Rabada/Patel/Lamichhane),4,5,12,0,0,80.00
1175365,1,276298,AD Russell,c sub (R Tewatia) b Morris,62,28,52,4,6,221.42
1175365,1,32966,PP Chawla,run out (Dhawan/Rabada),12,5,11,1,1,240.00
1175365,1,559235,Kuldeep Yadav,not out,10,5,5,1,0,200.00
1175365,2,1070168,PP Shaw,c †Karthik b Ferguson,99,55,92,12,3,180.00
1175365,2,28235,S Dhawan,c Russell b Chawla,16,8,12,2,1,200.00
1175365,2,642519,SS Iyer (c),c Shubman Gill b Russell,43,32,43,4,2,134.37
1175365,2,931581,RR Pant †,c Chawla b Kuldeep Yadav,11,15,30,1,0,73.33
1175365,2,45705,CA Ingram,run out (Uthappa/†Karthik),10,7,13,1,0,142.85
1175365,2,452044,GH Vihari,c Shubman Gill b Kuldeep Yadav,2,3,6,0,0,66.66
1175365,2,390481,HV Patel,not out,0,0,1,0,0,-
1175364,1,34102,RG Sharma (c),lbw b Viljoen,32,18,22,5,0,177.77
1175364,1,379143,Q de Kock †,lbw b Mohammed Shami,60,39,61,6,2,153.84
1175364,1,446507,SA Yadav,lbw b M Ashwin,11,6,6,2,0,183.33
1175364,1,36084,Yuvraj Singh,c Mohammed Shami b M Ashwin,18,22,39,2,0,81.81
1175364,1,230559,KA Pollard,c Agarwal b Tye,7,9,21,0,0,77.77
1175364,1,625371,HH Pandya,c Mandeep Singh b Mohammed Shami,31,19,29,3,1,163.15
1175364,1,471342,KH Pandya,c M Ashwin b Viljoen,10,5,8,2,0,200.00
1175364,1,319439,MJ McClenaghan,not out,0,2,8,0,0,0.00
1175364,1,1081442,M Markande,not out,0,0,1,0,0,-
1175364,2,422108,KL Rahul †,not out,71,57,101,6,1,124.56
1175364,2,51880,CH Gayle,c HH Pandya b KH Pandya,40,24,39,3,4,166.66
1175364,2,398438,MA Agarwal,c & b KH Pandya,43,21,26,4,2,204.76
1175364,2,321777,DA Miller,not out,15,10,34,2,0,150.00
1175363,1,277916,AM Rahane (c),c Pandey b Nadeem,70,49,77,4,3,142.85
1175363,1,308967,JC Buttler †, b Rashid Khan,5,8,16,1,0,62.50
1175363,1,425943,SV Samson,not out,102,55,85,10,4,185.45
1175363,1,311158,BA Stokes,not out,16,9,24,3,0,177.77
1175363,2,219889,DA Warner,c Kulkarni b Stokes,69,37,43,9,2,186.48
1175363,2,297433,JM Bairstow †,c Kulkarni b Gopal,45,28,49,6,1,160.71
1175363,2,277906,KS Williamson (c),c Tripathi b Unadkat,14,10,27,2,0,140.00
1175363,2,477021,V Shankar,c sub (P Chopra) b Gopal,35,15,27,1,3,233.33
1175363,2,290630,MK Pandey,lbw b Gopal,1,4,8,0,0,25.00
1175363,2,32498,YK Pathan,not out,16,12,22,0,1,133.33
1175363,2,793463,Rashid Khan,not out,15,8,19,1,1,187.50
1175362,1,379143,Q de Kock †, b Chahal,23,20,,2,1,115.00
1175362,1,34102,RG Sharma (c),c Mohammed Siraj b Yadav,48,33,,8,1,145.45
